Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) FRT_U1,Coverage (%) FRT_U2,Coverage (%) FRT_PM2,Coverage (%) FRT_PM1,Coverage (%) Fluid_U2,Coverage (%) Fluid_U1,Coverage (%) Fluid_PM1,Coverage (%) Fluid_PM2,Area FRT_U1,Area FRT_U2,Area FRT_PM2,Area FRT_PM1,Area Fluid_U2,Area Fluid_U1,Area Fluid_PM1,Area Fluid_PM2,Peptides,Unique,Spec FRT_U1,Spec FRT_U2,Spec FRT_PM2,Spec FRT_PM1,Spec Fluid_U2,Spec Fluid_U1,Spec Fluid_PM1,Spec Fluid_PM2,PTM,Avg. Mass,Description
432,1778,FBgn0053891,168.88,53,52,52,51,51,19,10,0,0,7.23E8,8.0976E8,7.5029E8,6.8544E8,1.2356E4,2.6738E4,,,11,11,62,55,53,76,3,1,0,0,Oxidation (M); Deamidation (NQ),11381,FBpp0091136
432,1779,FBgn0053907,168.88,53,52,52,51,51,19,10,0,0,7.23E8,8.0976E8,7.5029E8,6.8544E8,1.2356E4,2.6738E4,,,11,11,62,55,53,76,3,1,0,0,Oxidation (M); Deamidation (NQ),11381,FBpp0091152
432,1780,FBgn0053893,168.88,53,52,52,51,51,19,10,0,0,7.23E8,8.0976E8,7.5029E8,6.8544E8,1.2356E4,2.6738E4,,,11,11,62,55,53,76,3,1,0,0,Oxidation (M); Deamidation (NQ),11381,FBpp0091138
432,1781,FBgn0053909,168.88,53,52,52,51,51,19,10,0,0,7.23E8,8.0976E8,7.5029E8,6.8544E8,1.2356E4,2.6738E4,,,11,11,62,55,53,76,3,1,0,0,Oxidation (M); Deamidation (NQ),11381,FBpp0091154
432,1782,FBgn0053895,168.88,53,52,52,51,51,19,10,0,0,7.23E8,8.0976E8,7.5029E8,6.8544E8,1.2356E4,2.6738E4,,,11,11,62,55,53,76,3,1,0,0,Oxidation (M); Deamidation (NQ),11381,FBpp0091140
432,1783,FBgn0051611,168.88,53,52,52,51,51,19,10,0,0,7.23E8,8.0976E8,7.5029E8,6.8544E8,1.2356E4,2.6738E4,,,11,11,62,55,53,76,3,1,0,0,Oxidation (M); Deamidation (NQ),11381,FBpp0085280
1328,1356,FBgn0025640,168.87,29,23,11,14,24,27,20,13,8,3.384E6,2.308E6,1.1906E6,3.0446E6,2.8664E6,2.1926E6,6.1952E5,2.351E5,7,7,7,2,4,8,12,7,3,2,Carbamidomethylation,31626,FBpp0070110
970,815,FBgn0033434,168.80,45,27,30,29,18,29,15,18,13,3.4593E6,9.1814E6,5.0299E6,3.1231E6,3.3105E6,3.1162E6,1.4258E6,3.6091E5,11,11,13,14,11,9,14,10,6,4,Carbamidomethylation; Oxidation (M); Deamidation (NQ),35792,FBpp0087614
1312,1306,FBgn0029882,168.62,38,27,27,33,27,7,17,7,6,3.9344E6,4.3244E6,5.3897E6,4.698E6,4.7233E5,2.0343E5,1.6746E5,1.0059E5,7,7,12,11,11,9,2,6,1,1,Oxidation (M),25783,FBpp0070953
818,2043,FBgn0039359,168.61,37,37,37,37,37,37,7,31,31,3.0824E7,6.3401E7,5.3182E7,5.6946E7,6.5599E6,3.8656E5,2.6631E6,1.8159E6,5,5,20,22,17,22,8,2,4,4,Oxidation (M),15903,FBpp0084306
1209,1122,FBgn0030753,168.52,22,9,14,16,16,16,16,7,2,9.6219E5,6.9343E5,2.2759E6,3.4828E6,2.1987E6,4.3996E5,2.2081E5,2.5489E5,7,7,3,4,7,6,8,6,4,1,Carbamidomethylation; Oxidation (M),50537,FBpp0074054
1264,1469,FBgn0038369,168.50,53,53,46,46,53,11,0,0,0,4.7843E6,4.7632E6,5.2097E6,4.3745E6,1.1743E6,,,,7,7,14,10,12,12,3,0,0,0,Oxidation (M); Deamidation (NQ),20248,FBpp0289797
1197,1574,FBgn0000115,168.33,44,44,42,44,44,19,0,0,0,5.0566E6,6.5636E6,7.0956E6,7.472E6,1.4277E6,,,,6,6,17,16,15,11,3,0,0,0,Oxidation (M),20247,FBpp0075272
1674,1027,FBgn0005322,168.29,30,15,12,30,18,0,0,0,0,2.4003E6,3.5314E5,5.2839E6,1.9208E6,,,,,10,10,6,4,14,6,0,0,0,0,Oxidation (M); Deamidation (NQ),41563,FBpp0079654
965,1157,FBgn0001215,168.28,29,16,26,21,26,10,5,3,0,2.1429E6,6.0614E6,4.7905E6,4.2554E6,2.2646E5,,,,9,6,16,13,18,13,7,2,1,0,Oxidation (M),39038,FBpp0084669
980,1154,FBgn0016701,168.23,50,50,37,43,32,15,5,5,0,7.1757E6,1.761E6,5.021E6,2.2611E6,8.6354E4,,,,9,7,21,23,21,18,5,4,6,0,,23574,FBpp0086008
990,1657,FBgn0038771,168.13,30,30,30,25,25,20,20,18,4,1.0593E7,8.876E6,9.6671E6,1.2564E7,1.1826E7,7.652E6,2.2615E6,7.8255E5,6,6,15,16,13,14,12,11,4,1,Carbamidomethylation; Oxidation (M),36352,FBpp0083245
1067,1194,FBgn0086656,168.06,57,20,35,39,27,24,20,4,0,5.5544E6,5.3553E6,8.4771E6,4.2898E6,1.8614E6,1.3724E5,1.4328E5,,11,11,7,11,14,14,7,5,1,0,Oxidation (M),25444,FBpp0087704
590,1531,FBgn0042187,167.82,29,20,26,26,26,29,26,13,7,7.5189E6,1.3686E7,2.8274E7,3.1471E7,1.2951E7,5.0731E6,5.2795E5,1.9193E5,8,5,7,20,25,30,23,28,7,3,Carbamidomethylation; Deamidation (NQ),27516,FBpp0077433
1541,1566,FBgn0003607,167.70,36,26,36,30,33,0,0,0,0,5.4662E6,3.8685E6,5.5409E6,3.2273E6,,,,,8,8,7,12,9,7,0,0,0,0,Oxidation (M),23185,FBpp0079251
926,802,FBgn0261575,167.70,22,14,12,19,19,14,14,0,3,1.3373E7,2.353E7,8.9131E6,5.274E6,4.0884E6,3.228E6,,5.5525E4,11,11,22,27,12,13,10,10,0,2,Oxidation (M),74598,FBpp0084221
1062,830,FBgn0051288,167.68,26,12,20,12,9,17,21,22,12,7.6358E6,6.4319E6,4.7791E6,5.1217E6,5.5595E6,7.0857E6,9.6885E5,1.3918E6,10,10,6,8,5,6,11,14,19,7,Carbamidomethylation; Oxidation (M),49978,FBpp0084234
1118,1924,FBgn0032704,167.65,26,26,23,26,26,0,0,0,0,7.7136E6,1.2345E7,2.2112E7,2.0164E7,,,,,6,6,14,14,22,17,0,0,0,0,Oxidation (M),27796,FBpp0309815
880,1404,FBgn0014011,167.64,42,32,32,42,38,15,0,0,0,3.6878E6,4.6856E6,1.069E7,6.0289E6,,,,,8,3,23,23,23,19,4,0,0,0,Carbamidomethylation; Oxidation (M),21359,FBpp0076577
1590,1151,FBgn0266579,167.49,16,6,8,9,8,4,0,0,0,2.1933E6,2.2067E6,2.8836E6,3.03E6,7.9185E5,,,,11,11,6,5,7,7,3,0,0,0,,77997,FBpp0311078
966,814,FBgn0001122,167.39,36,20,28,32,32,0,0,0,0,6.9926E6,1.2686E7,9.2863E6,4.217E6,,,,,11,9,21,22,26,22,0,0,0,0,Carbamidomethylation; Oxidation (M),40537,FBpp0087359
875,878,FBgn0027066,167.09,44,18,24,18,33,20,10,3,4,7.997E6,8.4961E6,4.8436E6,1.3254E6,4.3946E6,1.1665E5,1.2038E5,3.0913E5,10,9,10,11,11,8,14,4,1,1,Carbamidomethylation; Oxidation (M),33293,FBpp0289513
1647,1240,FBgn0029857,167.05,18,6,9,9,12,13,18,3,10,9.7515E5,9.1477E5,1.0084E6,1.9372E6,1.2124E6,8.66E5,1.5341E5,4.5888E5,6,6,2,3,3,4,6,6,2,3,Carbamidomethylation,46498,FBpp0070862
1341,929,FBgn0026259,166.90,14,1,5,4,4,5,8,4,1,8.2274E4,1.2116E6,3.6767E5,3.6618E5,1.524E6,2.1413E6,2.7417E5,9.6296E4,10,10,1,6,3,4,5,6,3,1,Carbamidomethylation; Oxidation (M),127203,FBpp0073003
1401,928,FBgn0021760,166.85,8,2,5,6,6,1,0,0,0,1.1972E6,2.9505E6,1.8349E6,2.5181E6,1.4226E5,,,,10,10,5,11,12,8,1,0,0,0,,165575,FBpp0088469
1748,845,FBgn0030512,166.76,20,0,0,0,2,17,11,1,4,,,,0,3.5853E6,1.1306E6,1.1499E4,8.6985E4,10,10,0,0,0,1,9,6,1,2,Carbamidomethylation; Oxidation (M),87615,FBpp0073675
1383,946,FBgn0027492,166.52,16,7,6,7,4,13,8,5,7,1.2356E6,1.704E6,0,1.5487E6,1.8838E6,1.2287E6,5.6209E5,3.7801E5,9,8,8,5,5,3,7,6,3,4,Carbamidomethylation,79478,FBpp0428201
1073,1371,FBgn0262801,166.38,51,39,42,48,48,0,0,0,0,1.8056E7,2.1557E7,2.2973E7,1.405E7,,,,,8,8,16,25,18,22,0,0,0,0,Oxidation (M); Deamidation (NQ),20981,FBpp0081185
1989,1229,FBgn0261380,166.27,24,4,16,16,12,0,0,0,0,7.2475E5,2.6111E6,1.9984E6,1.7889E6,,,,,7,7,2,7,7,6,0,0,0,0,,45757,FBpp0291479
1202,882,FBgn0038733,166.22,28,1,1,4,3,18,22,12,10,0,0,6.9317E5,5.6417E5,4.2444E6,4.717E6,2.6149E5,9.212E5,12,12,1,1,3,2,17,14,9,5,Oxidation (M),60609,FBpp0083204
801,1091,FBgn0013269,166.10,25,17,21,24,23,6,11,8,2,1.266E7,1.9726E7,2.1339E7,2.0785E7,4.9881E5,1.1522E6,2.9232E5,6.8638E4,9,9,13,14,18,19,2,6,3,1,Oxidation (M),39344,FBpp0082574
1107,805,FBgn0031990,165.96,8,3,2,3,4,6,2,1,1,1.3296E7,2.9887E6,1.9928E6,1.9489E6,1.2843E7,5.2265E6,3.2563E5,6.6221E4,12,12,5,6,8,11,11,6,4,3,Oxidation (M); Deamidation (NQ),214155,FBpp0079257
1238,996,FBgn0027054,165.82,25,16,16,19,16,19,16,14,11,1.5291E6,1.1256E6,1.5244E6,2.4197E6,1.6578E6,1.1596E6,2.4762E5,2.4126E5,8,8,7,7,7,8,12,6,4,3,Carbamidomethylation; Oxidation (M),46473,FBpp0087935
1931,1007,FBgn0287187,165.72,27,8,17,17,5,0,0,0,0,1.4112E6,1.2551E6,9.8439E5,4.9105E5,,,,,8,8,4,5,5,2,0,0,0,0,Oxidation (M); Deamidation (NQ),45985,FBpp0110439
871,1335,FBgn0086357,165.55,18,14,14,18,18,0,2,0,0,2.3077E7,6.1732E7,5.085E7,4.1219E7,,4.1284E5,,,7,7,12,32,27,23,0,1,0,0,Carbamidomethylation; Oxidation (M),52185,FBpp0078896
1232,1093,FBgn0261258,165.42,11,6,4,6,9,6,5,3,3,3.9684E6,4.568E6,8.7403E6,8.2073E6,6.5586E6,2.4099E6,1.3556E5,2.0754E5,9,9,7,5,8,9,12,7,3,2,Carbamidomethylation; Oxidation (M),98251,FBpp0301169
899,2079,FBgn0031459,165.34,50,37,37,50,32,32,32,45,32,4.6701E7,5.5659E7,5.3829E7,4.7594E7,9.6585E6,5.0885E6,9.7157E6,5.1298E6,5,5,28,24,21,19,10,6,11,6,Carbamidomethylation; Oxidation (M); Deamidation (NQ),16596,FBpp0077402
1115,816,FBgn0261618,165.33,8,4,6,3,4,2,0,1,0,4.0467E5,1.1252E6,2.0606E6,2.2701E6,3.3845E5,,1.8726E4,,11,11,9,12,10,12,2,0,1,0,Carbamidomethylation; Deamidation (NQ),178144,FBpp0290398
1012,972,FBgn0032640,165.28,32,23,19,22,22,26,24,12,11,7.3652E6,6.9293E6,7.9856E6,8.7416E6,7.4234E6,6.4573E6,1.2366E6,9.3899E5,10,10,13,10,10,10,13,13,4,3,Carbamidomethylation; Oxidation (M),36253,FBpp0080535
1668,843,FBgn0015582,165.16,24,4,21,14,11,0,0,0,0,2.3446E6,1.2393E6,2.2913E6,1.3324E6,,,,,8,8,5,7,7,4,0,0,0,0,Carbamidomethylation; Oxidation (M); Deamidation (NQ),51353,FBpp0087272
1683,1388,FBgn0260407,164.97,37,37,30,25,22,0,0,0,0,6.3116E5,1.1896E6,1.1383E6,8.0145E5,,,,,5,5,7,6,4,4,0,0,0,0,,21515,FBpp0080143
1524,790,FBgn0015664,164.94,25,2,4,17,19,0,0,0,2,0,1.5342E5,4.3045E6,2.4012E6,,,,0,14,14,1,3,12,13,0,0,0,1,Oxidation (M),80727,FBpp0079485
877,2189,FBgn0040070,164.94,62,58,62,58,58,35,15,25,25,9.5783E7,9.5265E7,1.0488E8,8.4105E7,9.1622E6,8.8116E5,3.4672E6,7.1835E5,6,6,24,31,23,25,10,2,4,4,Carbamidomethylation; Oxidation (M); Deamidation (NQ),11737,FBpp0079436
1663,1033,FBgn0032689,164.84,13,3,6,8,7,0,0,0,0,8.3882E5,1.3303E6,4.6787E6,1.2998E6,,,,,9,9,2,5,7,8,0,0,0,0,Carbamidomethylation; Oxidation (M); Deamidation (NQ),104247,FBpp0080630
1738,964,FBgn0015754,164.78,27,0,4,0,2,22,18,3,3,,1.6175E5,,0,2.0432E6,1.7177E6,5.7125E4,1.0498E5,9,9,0,1,0,1,8,6,1,1,Carbamidomethylation,46460,FBpp0086375
1206,1246,FBgn0029888,164.73,52,42,52,52,52,0,0,0,0,2.7074E7,2.7548E7,2.0947E7,2.7123E7,,,,,8,8,15,16,15,19,0,0,0,0,Deamidation (NQ),20203,FBpp0070950
1377,1179,FBgn0038461,164.60,40,37,24,29,29,0,0,0,0,2.1688E6,4.1882E6,5.1379E6,3.7267E6,,,,,8,8,13,11,15,12,0,0,0,0,Oxidation (M); Deamidation (NQ),32745,FBpp0082819
1180,1710,FBgn0000173,164.59,48,46,48,48,48,34,24,31,5,1.7105E7,1.7191E7,1.9535E7,6.2763E6,1.9103E6,1.5528E6,4.9083E5,2.0643E5,6,6,10,10,9,9,7,4,3,1,Oxidation (M); Deamidation (NQ),17236,FBpp0073686
1870,1002,FBgn0034029,164.50,23,5,12,10,12,5,7,2,2,4.5674E5,8.8707E5,2.7221E5,6.9906E5,1.4705E5,2.4113E5,2.1305E4,6.1429E3,8,8,2,4,3,4,2,4,2,1,,50671,FBpp0086469
1583,799,FBgn0023458,164.44,6,0,2,2,5,0,0,0,0,,3.4874E5,1.9009E6,2.3426E6,7.2051E4,,,,14,14,0,6,7,13,1,0,0,0,Carbamidomethylation; Oxidation (M),377322,FBpp0292404
1485,1171,FBgn0031877,164.44,37,16,20,24,29,0,0,0,0,4.4999E6,3.3904E6,5.259E6,2.0758E6,,,,,7,7,8,8,5,5,0,0,0,0,Carbamidomethylation; Oxidation (M),34173,FBpp0078979
1503,1129,FBgn0032799,164.41,35,19,21,35,22,0,0,0,0,5.6845E6,5.2092E6,6.6948E6,3.5294E6,,,,,7,7,6,8,13,8,0,0,0,0,Carbamidomethylation; Oxidation (M); Deamidation (NQ),27002,FBpp0080817
1292,1502,FBgn0024188,164.41,52,42,52,44,36,26,0,15,0,2.1825E6,1.6894E6,1.1985E6,7.0735E5,1.3761E6,,4.6568E4,,9,9,11,12,8,7,6,0,2,0,Carbamidomethylation; Deamidation (NQ),20994,FBpp0087227
1304,1241,FBgn0039726,164.40,25,13,23,25,17,10,10,0,0,8.7103E5,4.1651E6,2.042E6,1.8327E6,4.4083E5,2.3865E5,,,6,6,4,7,6,6,3,5,0,0,Oxidation (M),34395,FBpp0084874
1177,1236,FBgn0033079,164.33,21,12,7,6,8,17,14,10,12,3.3317E6,2.9786E6,3.2908E6,4.4678E6,4.4403E6,3.5789E6,8.3336E5,1.1509E6,8,8,8,4,3,5,12,8,12,5,Carbamidomethylation; Oxidation (M),49207,FBpp0085481
1493,1097,FBgn0042134,164.25,10,4,4,7,8,3,1,0,0,1.5514E6,1.4275E6,2.2188E6,2.6198E6,8.7064E5,5.5038E4,,,7,7,6,4,8,8,2,1,0,0,,103590,FBpp0074865
1324,1712,FBgn0015614,164.20,54,39,44,54,54,13,13,13,6,2.6857E6,1.8104E6,2.8946E6,1.5345E6,0,2.8618E4,7.534E4,,7,3,11,13,14,10,2,2,2,1,Carbamidomethylation; Oxidation (M); Deamidation (NQ),19267,FBpp0088004
1089,834,FBgn0262124,164.14,12,3,8,11,11,0,0,0,0,5.3732E5,5.7978E6,5.9513E6,4.8161E6,,,,,9,9,4,19,25,16,0,0,0,0,Deamidation (NQ),93283,FBpp0291436
1319,888,FBgn0032955,164.13,22,10,10,7,3,21,12,14,2,3.9899E6,2.3712E6,2.4491E6,1.6262E6,3.8536E6,2.5907E6,6.7086E5,1.5815E5,9,9,6,4,4,2,10,8,5,1,Oxidation (M),63548,FBpp0085277
1696,1292,FBgn0061356,164.06,28,10,28,25,21,0,0,0,0,4.0561E6,1.2263E7,5.4222E6,2.5179E6,,,,,7,7,7,10,7,5,0,0,0,0,Oxidation (M),39725,FBpp0099609
1511,1019,FBgn0001208,164.05,29,2,17,15,9,19,7,0,3,8.5865E5,5.1701E5,8.4392E5,8.6524E5,1.6579E6,1.6173E5,,4.803E4,9,9,2,6,5,3,7,3,0,1,Carbamidomethylation,51660,FBpp0076523
1500,1211,FBgn0261285,164.03,33,12,17,12,25,20,9,14,0,5.3328E5,1.4203E6,4.5586E5,2.8114E6,1.7167E6,4.6093E5,7.3955E5,,7,7,5,5,3,7,7,3,3,0,Carbamidomethylation; Oxidation (M),42657,FBpp0303077
1510,798,FBgn0037182,163.78,25,9,12,17,13,15,4,3,0,1.3948E6,1.1534E6,1.2844E6,1.0769E6,1.5468E6,3.3474E5,2.4493E4,,10,10,4,4,6,6,6,2,1,0,Carbamidomethylation; Oxidation (M),59050,FBpp0304160
1451,885,FBgn0034792,163.62,13,7,3,10,10,0,0,0,0,2.9076E6,0,3.6499E6,2.361E6,,,,,8,8,7,3,6,6,0,0,0,0,Oxidation (M),81081,FBpp0293463
1597,880,FBgn0033206,163.49,26,5,11,10,11,20,10,0,0,1.5708E5,5.1043E4,5.7635E5,3.003E5,8.6725E5,4.6226E5,,,8,8,2,3,3,4,7,5,0,0,,57925,FBpp0088018
1459,960,FBgn0001961,163.24,32,10,7,21,24,16,3,16,3,1.5513E6,3.526E6,3.7436E6,3.8823E6,1.6212E6,7.3359E5,3.7114E5,1.5883E5,9,9,4,4,7,8,4,2,4,1,Oxidation (M),41601,FBpp0080146
1435,1224,FBgn0026576,162.87,26,16,21,17,14,0,0,0,0,6.0725E6,4.6087E6,5.2636E6,3.9198E6,,,,,8,8,13,10,12,11,0,0,0,0,Carbamidomethylation,50489,FBpp0083921
1273,1480,FBgn0047038,162.85,56,37,37,56,50,0,0,0,0,2.355E7,1.714E7,2.8437E7,2.1392E7,,,,,6,6,9,6,17,12,0,0,0,0,Carbamidomethylation; Oxidation (M),13788,FBpp0076005
1239,1218,FBgn0029512,162.79,31,13,16,16,16,23,18,12,6,1.7208E6,2.6476E6,3.5429E6,3.4131E6,4.7851E5,8.267E5,0,5.497E5,10,10,6,7,9,8,8,6,4,3,Carbamidomethylation; Oxidation (M); Deamidation (NQ),37673,FBpp0082065
1728,1661,FBgn0034791,162.71,43,32,21,39,39,0,0,0,0,3.3612E6,1.7397E6,3.5448E6,5.4842E6,,,,,6,6,6,5,7,10,0,0,0,0,Carbamidomethylation; Oxidation (M),22781,FBpp0071818
1130,801,FBgn0003346,162.70,29,6,8,10,8,20,14,0,0,1.5038E6,1.3091E6,1.3828E6,3.5647E6,3.6817E6,9.6906E5,,,11,11,4,5,5,4,11,7,0,0,Oxidation (M),66070,FBpp0080775
1293,856,FBgn0003965,162.60,37,9,17,3,4,21,30,3,8,1.4628E5,3.7797E6,4.1501E5,6.1949E4,2.153E6,4.744E6,4.3531E5,6.3537E5,11,11,3,8,1,1,10,13,2,3,Oxidation (M),44421,FBpp0073242
1360,2626,FBgn0283536,162.51,35,28,35,28,28,0,0,8,0,1.097E7,7.3465E6,8.0323E6,1.2058E7,,,7.1563E4,,7,7,15,6,12,15,0,0,1,0,Deamidation (NQ),13626,FBpp0083214
954,1235,FBgn0015791,162.49,35,29,29,25,25,5,5,5,0,3.2538E6,2.5031E6,2.3999E6,2.6807E6,,,,,8,7,18,24,21,16,3,4,6,0,Oxidation (M),27145,FBpp0080200
1443,1127,FBgn0040383,162.48,34,18,28,27,16,0,0,0,0,1.6264E7,1.5387E7,1.249E7,7.7969E6,,,,,8,8,10,11,13,9,0,0,0,0,Carbamidomethylation; Oxidation (M),33594,FBpp0070129
1566,870,FBgn0032454,162.46,12,2,7,7,9,0,0,0,0,2.5365E5,2.0962E6,1.6006E6,1.7356E6,,,,,11,11,2,6,6,7,0,0,0,0,,100258,FBpp0079986
1363,866,FBgn0033205,162.41,40,24,25,36,22,0,0,0,0,9.6251E5,1.1298E6,1.9643E6,4.1364E5,,,,,11,7,11,14,15,11,0,0,0,0,,36581,FBpp0087997
1773,1189,FBgn0266465,162.20,15,5,9,7,11,4,0,2,0,1.6833E5,1.4222E6,9.2101E5,1.5644E6,0,,2.7992E3,,8,8,2,5,4,6,2,0,1,0,,69933,FBpp0082840
1124,1471,FBgn0015321,162.08,35,35,24,30,30,30,11,16,11,8.271E6,6.1905E6,6.5008E6,6.6439E6,3.6716E6,4.0831E5,3.068E5,4.8261E5,7,7,14,11,12,12,9,3,8,2,Carbamidomethylation; Oxidation (M); Deamidation (NQ),22510,FBpp0076124
1486,844,FBgn0086361,162.07,44,10,10,18,26,17,10,7,7,1.9219E6,2.2029E6,2.729E6,3.003E6,6.9882E5,6.8188E5,1.2369E5,2.8774E5,11,11,4,4,6,7,6,5,2,2,Carbamidomethylation; Oxidation (M); Deamidation (NQ),41629,FBpp0084810
1333,997,FBgn0040206,162.05,26,5,9,9,9,24,16,7,6,6.2969E5,1.3921E6,1.1271E6,2.5707E6,6.7786E6,1.6046E6,1.762E5,8.7591E4,10,10,3,5,4,6,13,7,2,2,Oxidation (M),51237,FBpp0085236
1006,2353,FBgn0034877,161.99,38,38,38,37,38,0,0,0,0,6.8923E7,9.58E7,9.6781E7,7.9609E7,,,,,6,6,29,21,17,21,0,0,0,0,,12482,FBpp0071970
1295,1589,FBgn0004777,161.90,66,20,33,33,66,0,0,0,0,2.0334E6,3.8962E6,2.4858E6,3.6579E6,,,,,8,8,7,16,15,16,0,0,0,0,,19454,FBpp0081187
833,949,FBgn0039321,161.87,26,12,26,24,18,7,18,12,9,7.145E6,7.5061E6,7.3276E6,1.1514E7,1.4217E6,2.0359E6,1.1182E6,7.2193E5,9,9,12,12,14,12,10,9,10,7,Oxidation (M),49134,FBpp0084231
1653,1085,FBgn0031148,161.70,28,12,6,10,6,22,9,4,2,1.0968E6,1.027E6,9.903E5,1.3214E6,3.1102E6,1.3319E6,1.5298E5,7.1596E4,8,8,4,4,4,3,10,5,2,1,Carbamidomethylation; Oxidation (M); Deamidation (NQ),56883,FBpp0076937
1551,855,FBgn0040319,161.66,20,0,7,8,8,14,6,0,4,,3.6429E5,1.0288E6,1.655E6,2.0358E6,9.0549E5,,1.2137E5,12,12,0,4,5,5,9,4,0,2,Carbamidomethylation,80746,FBpp0071063
1145,786,FBgn0262743,161.53,15,6,8,12,10,9,10,1,3,1.2969E6,1.4367E6,6.363E6,3.5976E6,5.8657E6,9.2213E5,1.1596E5,1.5859E5,11,11,5,6,9,8,9,8,3,2,Carbamidomethylation; Oxidation (M),98695,FBpp0294037
1857,1582,FBgn0032646,161.50,23,13,17,17,17,0,0,0,0,1.4708E6,2.0719E6,2.3032E6,2.1436E6,,,,,5,5,4,7,5,7,0,0,0,0,Deamidation (NQ),35412,FBpp0080547
1271,905,FBgn0032643,161.24,22,9,6,16,11,0,0,0,0,5.1138E6,1.0771E6,3.7835E6,6.0732E6,,,,,11,11,9,3,9,9,0,0,0,0,Carbamidomethylation; Oxidation (M); Deamidation (NQ),61540,FBpp0080551
1247,1048,FBgn0264491,161.21,27,5,10,11,5,14,14,16,12,2.4322E6,2.8165E5,2.7397E6,2.7592E6,2.4741E6,1.6713E6,1.1016E6,4.0581E5,9,9,3,3,6,4,12,8,7,4,Oxidation (M),45644,FBpp0307182
1050,1088,FBgn0024846,161.04,45,11,13,24,17,35,19,11,4,1.7998E6,1.4543E6,1.6989E6,1.8677E6,1.7029E6,1.901E6,1.1934E6,,9,6,6,7,11,7,10,8,3,1,Carbamidomethylation; Oxidation (M),42098,FBpp0080111
1169,827,FBgn0011742,161.03,41,5,25,19,23,14,13,12,0,8.4134E5,3.7667E6,3.7697E6,3.3115E6,1.9199E6,1.3717E6,3.5804E5,,12,11,3,8,6,8,6,6,3,0,Carbamidomethylation; Oxidation (M); Deamidation (NQ),45282,FBpp0302793
1077,986,FBgn0033317,160.93,22,15,22,13,15,11,13,5,3,3.5129E6,3.77E6,4.2645E6,5.8612E6,1.8282E6,1.6075E6,1.6183E5,1.1096E5,7,7,8,12,8,8,9,7,4,1,,45292,FBpp0087806
1488,1715,FBgn0037070,160.80,19,16,16,18,15,9,9,9,3,3.1151E6,8.029E6,4.1848E6,3.5721E6,1.0764E6,1.0292E6,1.1837E5,5.8762E4,6,6,10,7,6,6,4,3,2,1,Oxidation (M),41040,FBpp0078061
1294,937,FBgn0039219,160.75,33,6,14,11,9,17,26,16,17,6.7059E5,3.7922E6,2.8008E6,1.755E6,3.0056E6,2.3363E6,6.0442E5,6.6477E5,10,10,3,8,5,4,8,10,4,6,Carbamidomethylation; Oxidation (M),41726,FBpp0084120
1211,1161,FBgn0051092,160.57,9,7,8,9,9,1,0,1,0,1.5281E6,1.2685E6,2.307E6,2.1214E6,,,,,8,5,12,12,17,16,1,0,2,0,Oxidation (M); Deamidation (NQ),116976,FBpp0112298
1061,1820,FBgn0000109,160.41,37,31,27,28,37,32,11,23,21,1.628E7,6.2242E6,5.6057E6,9.5405E6,5.9793E6,8.299E5,5.6719E5,8.0566E5,7,7,8,11,13,11,15,2,8,3,Oxidation (M),19690,FBpp0088438
1159,1338,FBgn0003514,160.39,61,61,35,61,61,17,0,0,0,9.6542E6,5.7255E6,9.821E6,9.6387E6,3.2772E5,,,,8,8,17,15,17,17,3,0,0,0,Carbamidomethylation; Oxidation (M); Deamidation (NQ),19954,FBpp0070842
1258,2170,FBgn0029854,160.31,54,54,54,54,46,0,0,0,0,2.4517E7,3.1443E7,2.8004E7,1.6557E7,,,,,7,7,17,18,16,15,0,0,0,0,Deamidation (NQ),12942,FBpp0088809
1476,1198,FBgn0031322,160.29,26,5,14,14,20,3,6,3,0,1.6546E6,6.1242E6,2.5099E6,5.2275E6,5.7085E5,3.2587E4,7.8614E4,,7,7,5,7,9,10,2,3,1,0,Oxidation (M),39526,FBpp0297899
1721,1043,FBgn0033903,160.11,29,15,13,22,14,0,0,0,0,2.2154E6,8.797E5,2.554E6,2.1782E6,,,,,8,8,6,5,7,5,0,0,0,0,,33210,FBpp0086650
727,2022,FBgn0032987,160.04,36,36,36,36,36,16,12,16,12,6.298E7,6.7773E7,4.4645E7,4.6487E7,3.4376E6,7.1236E5,1.0835E6,1.2751E6,7,7,32,30,24,22,5,4,2,3,Oxidation (M),18476,FBpp0085314
948,2381,FBgn0019936,159.90,44,43,44,44,29,28,22,28,22,1.3605E8,1.277E8,1.2603E8,9.6434E7,9.4547E6,2.9531E6,3.5318E6,3.3893E6,6,6,22,20,19,16,7,2,3,3,Carbamidomethylation,13488,FBpp0083371
1340,1238,FBgn0005536,159.86,5,3,4,3,5,1,0,0,0,1.5815E6,2.1539E6,2.2672E6,3.37E6,1.1067E5,,,,6,6,9,9,8,11,2,0,0,0,,137409,FBpp0300535
1925,1462,FBgn0002174,159.78,21,7,15,16,16,0,0,0,0,2.725E6,2.3523E6,2.6564E6,1.8415E6,,,,,7,7,4,8,6,7,0,0,0,0,,56137,FBpp0088955
1498,865,FBgn0039555,159.76,27,12,19,22,17,0,0,0,0,1.2525E6,2.0378E6,1.8931E6,3.2969E6,,,,,9,9,8,8,11,9,0,0,0,0,Oxidation (M),45787,FBpp0084616
