Protein Group,Protein ID,Accession,Significance,Coverage (%),Peptides,Unique,PTM,FRT_U1 Area,FRT_U2 Area,FRT_PM2 Area,FRT_PM1 Area,Fluid_U2 Area,Fluid_U1 Area,Fluid_PM1 Area,Fluid_PM2 Area,FRT_U1 Area (top-3 peptides),FRT_U2 Area (top-3 peptides),FRT_PM2 Area (top-3 peptides),FRT_PM1 Area (top-3 peptides),Fluid_U2 Area (top-3 peptides),Fluid_U1 Area (top-3 peptides),Fluid_PM1 Area (top-3 peptides),Fluid_PM2 Area (top-3 peptides),Sample Profile (Ratio),Tissue Area,Fluid Area,Tissue Area (top-3 peptides),Fluid Area (top-3 peptides),Group Profile (Ratio),Avg. Mass,Description
509,380,FBgn0001624,18.65,16,12,12,Oxidation (M),2.5762E7,2.8437E7,3.5955E7,4.178E7,5.7442E7,3.428E7,2.0453E7,3.7841E7,1.0376E7,1.1529E7,1.4728E7,1.8388E7,2.9909E7,1.7096E7,1.1142E7,1.9304E7,0.70:0.78:1.00:1.25:2.03:1.16:0.76:1.31,3.3332E7,3.8986E7,1.3755E7,1.9532E7,1.00:1.42,112503,FBpp0290503
1133,2605,FBgn0031453,18.62,30,4,4,Deamidation (NQ),1.7159E7,9.916E6,1.5957E7,1.7103E7,1.1826E7,6.8754E5,1.614E7,9.9048E6,1.3716E7,8.0554E6,1.2896E7,1.3868E7,9.3835E6,4.2745E5,1.4774E7,9.9048E6,1.06:0.62:1.00:1.08:0.73:0.03:1.15:0.77,1.5073E7,1.0209E7,1.2173E7,8.6534E6,1.00:0.71,15460,FBpp0077397
237,237,FBgn0026252,18.56,20,17,17,Carbamidomethylation; Oxidation (M),3.0072E7,2.6293E7,2.7858E7,2.6157E7,8.3118E7,8.1767E6,4.2713E7,1.6736E7,8.4252E6,8.8897E6,9.8285E6,9.8597E6,2.8501E7,3.1113E6,1.7038E7,4.8502E6,0.86:0.90:1.00:1.00:2.90:0.32:1.73:0.49,2.7853E7,3.9356E7,9.2508E6,1.3375E7,1.00:1.45,119310,FBpp0076408
349,763,FBgn0011284,18.55,47,12,12,Carbamidomethylation; Oxidation (M); Deamidation (NQ),2.4938E8,1.962E8,1.9345E8,2.0577E8,1.2744E8,5.1361E7,1.9967E8,1.4739E8,1.4506E8,1.2589E8,1.1354E8,5.9295E7,6.7541E7,3.6415E7,1.3073E8,8.0941E7,1.28:1.11:1.00:0.52:0.59:0.32:1.15:0.71,2.138E8,1.3444E8,1.1095E8,8.0033E7,1.00:0.72,29134,FBpp0075618
1800,1620,FBgn0028836,18.50,8,2,2,,5.2926E5,2.8865E6,5.6044E5,6.6197E5,2.0189E6,1.3404E6,4.6328E6,4.254E6,5.2926E5,2.8865E6,5.6044E5,6.6197E5,2.0189E6,1.3404E6,4.6328E6,4.254E6,0.94:5.15:1.00:1.18:3.60:2.39:8.27:7.59,1.2915E6,4.0112E6,1.2915E6,4.0112E6,1.00:3.11,31068,FBpp0087821
1183,2079,FBgn0031459,18.38,32,3,3,Oxidation (M),4.615E7,4.9547E7,4.9308E7,4.6446E7,2.2274E7,2.8625E7,1.369E8,8.088E7,4.615E7,4.9547E7,4.9308E7,4.6446E7,2.2274E7,2.8625E7,1.369E8,8.088E7,0.94:1.00:1.00:0.94:0.45:0.58:2.78:1.64,4.7863E7,6.7169E7,4.7863E7,6.7169E7,1.00:1.40,16596,FBpp0077402
1376,2618,FBgn0011016,18.34,13,1,1,,3.3315E7,2.4219E7,3.0702E7,2.6718E7,0,4.9791E5,1.4927E5,0,3.3315E7,2.4219E7,3.0702E7,2.6718E7,0,4.9791E5,1.4927E5,0,1.09:0.79:1.00:0.87:0:0.02:0.02:0,2.8739E7,3.2359E5,2.8739E7,3.2359E5,1.00:0.02,21206,FBpp0075209
518,387,FBgn0003392,18.31,16,12,12,Oxidation (M),5.4237E6,6.2089E6,7.5111E6,7.4252E6,1.7162E7,1.004E7,4.9236E6,1.2439E7,2.8014E6,3.0047E6,3.8561E6,4.472E6,8.637E6,5.296E6,1.2912E6,4.5954E6,0.73:0.78:1.00:1.16:2.24:1.37:0.33:1.19,6.7149E6,1.1838E7,3.5335E6,4.9549E6,1.00:1.40,99883,FBpp0305866
962,825,FBgn0085484,18.30,20,5,5,Deamidation (NQ),2.5145E7,1.2338E7,1.9741E7,1.1041E7,4.0989E7,1.5152E7,4.3182E7,3.6277E7,1.3845E7,1.2031E7,1.2424E7,6.0594E6,2.1472E7,1.5022E7,3.0857E7,2.2526E7,1.11:0.97:1.00:0.49:1.73:1.21:2.48:1.81,1.9835E7,4.2529E7,1.3341E7,3.0246E7,1.00:2.27,33428,FBpp0111673
1253,1533,FBgn0038088,18.19,33,6,6,,2.2939E7,1.9575E7,2.2481E7,1.8567E7,1.4495E7,4.8783E6,1.0707E7,1.9431E7,1.6605E7,1.3534E7,1.6627E7,1.4377E7,1.223E7,3.3682E6,8.3148E6,1.2846E7,1.00:0.81:1.00:0.86:0.74:0.20:0.50:0.77,2.1064E7,1.4139E7,1.545E7,1.0003E7,1.00:0.65,25881,FBpp0082155
421,1037,FBgn0285952,18.12,65,13,13,Carbamidomethylation; Oxidation (M); Deamidation (NQ),1.2643E8,8.6592E7,9.9003E7,8.7925E7,7.1703E7,4.3555E7,2.4312E8,1.4219E8,5.0867E7,2.9736E7,4.1251E7,4.2695E7,3.5339E7,1.9369E7,1.1619E8,5.9329E7,1.23:0.72:1.00:1.04:0.86:0.47:2.82:1.44,1.0042E8,1.3082E8,4.1137E7,5.7557E7,1.00:1.40,17591,FBpp0072081
2166,2259,FBgn0035370,18.02,12,2,2,Oxidation (M),7.8488E5,1.3844E6,5.5322E5,1.0531E6,3.2289E6,8.6952E6,5.3433E6,3.2917E6,7.8488E5,1.3844E6,5.5322E5,1.0531E6,3.2289E6,8.6952E6,5.3433E6,3.2917E6,1.42:2.50:1.00:1.90:5.84:15.72:9.66:5.95,1.2074E6,5.8643E6,1.2074E6,5.8643E6,1.00:4.86,27493,FBpp0072839
587,789,FBgn0030724,17.99,3,1,1,,3.2667E6,1.2152E6,1.4478E6,3.0537E5,2.4671E5,0,6.2891E4,1.3766E5,3.2667E6,1.2152E6,1.4478E6,3.0537E5,2.4671E5,0,6.2891E4,1.3766E5,2.26:0.84:1.00:0.21:0.17:0:0.04:0.10,1.5588E6,1.4908E5,1.5588E6,1.4908E5,1.00:0.10,31965,FBpp0074036
295,179,FBgn0000084,17.97,77,20,20,Carbamidomethylation; Oxidation (M); Deamidation (NQ),5.53E7,7.2718E7,5.8447E7,8.383E7,1.2432E8,1.8461E8,2.6288E8,1.5256E8,2.8308E7,2.2526E7,1.963E7,2.5704E7,4.4002E7,1.0611E8,6.2253E7,4.0734E7,1.44:1.15:1.00:1.31:2.24:5.41:3.17:2.08,8.3072E7,2.0014E8,2.409E7,7.2489E7,1.00:3.01,35706,FBpp0291143
483,344,FBgn0033101,17.95,42,11,11,Carbamidomethylation; Oxidation (M); Deamidation (NQ),6.2961E7,3.4394E7,3.0148E7,2.5118E7,1.0568E8,5.8781E7,1.5614E8,1.2228E8,2.8371E7,2.2263E7,2.1243E7,1.2788E7,4.3029E7,3.5677E7,6.4125E7,5.7111E7,1.34:1.05:1.00:0.60:2.03:1.68:3.02:2.69,4.2619E7,1.2295E8,2.2442E7,5.2584E7,1.00:2.34,35418,FBpp0085467
762,1010,FBgn0020255,17.89,46,10,10,Carbamidomethylation; Oxidation (M),6.622E7,2.3708E7,4.5508E7,2.8126E7,7.4746E7,6.3971E6,5.765E7,1.1699E8,3.9001E7,1.4377E7,2.375E7,1.524E7,4.2609E7,2.9312E6,4.3879E7,7.1624E7,1.64:0.61:1.00:0.64:1.79:0.12:1.85:3.02,4.4377E7,7.5477E7,2.5569E7,4.5373E7,1.00:1.77,24708,FBpp0073327
2017,1943,FBgn0011205,17.77,2,1,1,,0,0,2.5573E5,3.3593E5,8.1169E5,0,2.8085E6,7.2393E5,0,0,2.5573E5,3.3593E5,8.1169E5,0,2.8085E6,7.2393E5,0:0:1.00:1.31:3.17:0:10.98:2.83,2.9583E5,1.448E6,2.9583E5,1.448E6,1.00:4.89,56749,FBpp0077845
744,1183,FBgn0086134,17.73,27,6,6,,3.3592E7,2.1083E7,2.6246E7,2.2482E7,9.6542E6,3.2846E6,1.7604E7,2.3119E7,2.1197E7,1.4275E7,1.8039E7,1.5262E7,6.3405E6,2.7164E6,1.6289E7,1.9257E7,1.18:0.79:1.00:0.85:0.35:0.15:0.90:1.07,2.5885E7,1.4545E7,1.7193E7,1.228E7,1.00:0.71,25906,FBpp0082062
300,88,FBgn0037632,17.66,32,12,12,Carbamidomethylation; Oxidation (M),2.2072E7,3.4085E7,2.6373E7,2.2983E7,5.9168E7,3.8101E7,2.9636E7,1.966E7,1.2316E7,1.6074E7,1.341E7,1.2434E7,2.987E7,2.3536E7,1.2808E7,9.256E6,0.92:1.20:1.00:0.93:2.23:1.76:0.96:0.69,2.6971E7,3.6779E7,1.3558E7,1.8868E7,1.00:1.39,59387,FBpp0081401
158,209,FBgn0027094,17.51,22,18,18,Carbamidomethylation; Oxidation (M),2.9205E7,3.1843E7,2.9091E7,2.4026E7,1.0482E8,1.0187E8,5.1962E7,9.3978E7,1.2121E7,1.1948E7,1.1602E7,9.5951E6,3.1583E7,7.2182E7,2.4715E7,2.7998E7,1.04:1.03:1.00:0.83:2.72:6.22:2.13:2.41,2.9854E7,9.6776E7,1.1569E7,4.3151E7,1.00:3.73,107741,FBpp0089366
2497,4120,FBgn0023167,17.21,7,1,1,,3.0415E6,3.1888E6,2.288E6,2.2033E6,4.6121E5,2.6606E5,1.1482E6,1.5274E6,3.0415E6,3.1888E6,2.288E6,2.2033E6,4.6121E5,2.6606E5,1.1482E6,1.5274E6,1.33:1.39:1.00:0.96:0.20:0.12:0.50:0.67,2.6804E6,8.5072E5,2.6804E6,8.5072E5,1.00:0.32,15582,FBpp0087094
1150,2043,FBgn0039359,17.00,37,5,5,Oxidation (M),2.8791E7,5.2649E7,4.4985E7,5.2681E7,1.5128E7,5.19E6,4.1562E7,2.7219E7,2.2803E7,4.7924E7,3.9906E7,4.8003E7,1.3458E7,4.6952E6,3.8561E7,2.5359E7,0.57:1.20:1.00:1.20:0.34:0.12:0.97:0.64,4.4776E7,2.2275E7,3.9659E7,2.0518E7,1.00:0.52,15903,FBpp0084306
664,999,FBgn0010238,17.00,33,9,9,Carbamidomethylation; Deamidation (NQ),2.0913E6,1.1502E7,8.4806E6,1.3096E7,5.4003E6,2.2343E7,1.7647E7,4.5973E6,5.4768E5,8.7231E6,6.6277E6,9.6327E6,4.592E6,1.8332E7,1.2857E7,1.3641E5,0.08:1.32:1.00:1.45:0.69:2.77:1.94:0.02,9.381E6,1.5749E7,6.3828E6,1.0918E7,1.00:1.71,39939,FBpp0087044
1210,880,FBgn0033206,16.99,5,2,2,,2.4712E5,3.6172E5,4.4318E5,3.5406E5,3.2468E5,1.0479E6,6.7839E5,3.524E5,2.4712E5,3.6172E5,4.4318E5,3.5406E5,3.2468E5,1.0479E6,6.7839E5,3.524E5,0.56:0.82:1.00:0.80:0.73:2.36:1.53:0.80,3.5152E5,7.0449E5,3.5152E5,7.0449E5,1.00:2.00,57925,FBpp0088018
1001,732,FBgn0020496,16.63,10,5,5,,8.9935E5,5.5774E6,4.1947E6,5.8423E6,5.2819E6,1.3213E7,1.0753E7,5.1235E6,5.2436E5,3.3532E6,2.2754E6,3.6374E6,3.4451E6,1.0651E7,9.9983E6,5.1235E6,0.23:1.47:1.00:1.60:1.51:4.68:4.39:2.25,4.9004E6,1.0351E7,2.8631E6,8.4337E6,1.00:2.95,51189,FBpp0306582
1044,875,FBgn0038110,16.57,13,4,4,,1.2546E7,4.9422E6,4.4183E6,7.0621E6,1.764E7,6.7951E6,2.5195E7,1.2929E7,1.0429E7,4.9368E6,3.9099E6,6.9582E6,1.3676E7,6.7944E6,2.2468E7,7.8335E6,2.67:1.26:1.00:1.78:3.50:1.74:5.75:2.00,8.8079E6,2.3203E7,8.1243E6,2.0256E7,1.00:2.49,33235,FBpp0082187
1725,1735,FBgn0038206,16.52,3,1,1,,1E6,1.0146E6,1.0211E6,8.6698E5,2.2744E6,4.2331E6,3.6074E6,2.9942E6,1E6,1.0146E6,1.0211E6,8.6698E5,2.2744E6,4.2331E6,3.6074E6,2.9942E6,0.98:0.99:1.00:0.85:2.23:4.15:3.53:2.93,1.4835E6,4.2483E6,1.4835E6,4.2483E6,1.00:2.86,39071,FBpp0082352
2183,2374,FBgn0259482,16.47,6,1,1,,2.7104E5,1.0921E5,7.9408E4,1.0687E4,2.1338E5,0,1.2941E5,4.253E5,2.7104E5,1.0921E5,7.9408E4,1.0687E4,2.1338E5,0,1.2941E5,4.253E5,3.41:1.38:1.00:0.13:2.69:0:1.63:5.36,1.1759E5,2.5603E5,1.1759E5,2.5603E5,1.00:2.18,25546,FBpp0079573
500,465,FBgn0022359,16.46,18,4,4,Carbamidomethylation; Oxidation (M),1.4044E5,1.2229E7,8.4536E6,9.2187E6,8.8677E6,1.6289E7,1.7532E7,1.5239E6,1.4044E5,1.2229E7,8.2964E6,9.1867E6,8.4293E6,1.603E7,1.6396E7,1.5239E6,0.02:1.47:1.00:1.11:1.02:1.93:1.98:0.18,8.8972E6,1.1548E7,8.8026E6,1.0937E7,1.00:1.24,38662,FBpp0081800
481,531,FBgn0250848,16.40,3,1,1,,3.045E6,1.7092E5,2.1705E6,3.6159E5,1.1541E5,0,3.5031E4,1.2486E6,3.045E6,1.7092E5,2.1705E6,3.6159E5,1.1541E5,0,3.5031E4,1.2486E6,1.40:0.08:1.00:0.17:0.05:0:0.02:0.58,1.437E6,4.6634E5,1.437E6,4.6634E5,1.00:0.32,62130,FBpp0075508
920,820,FBgn0037290,16.36,36,8,8,Oxidation (M),2.2069E7,2.0958E7,1.5271E7,1.2005E7,2.7133E7,4.4883E6,1.7471E7,4.8962E7,1.805E7,1.5613E7,1.1928E7,8.871E6,2.0919E7,3.5035E6,1.133E7,3.8869E7,1.51:1.31:1.00:0.74:1.75:0.29:0.95:3.26,1.879E7,2.7018E7,1.4057E7,1.8904E7,1.00:1.34,27006,FBpp0078482
1931,2151,FBgn0086378,16.29,6,1,1,,1.315E6,3.9017E5,2.7943E5,3.7444E5,1.1671E5,1.6225E4,1.2135E6,2.5346E5,1.315E6,3.9017E5,2.7943E5,3.7444E5,1.1671E5,1.6225E4,1.2135E6,2.5346E5,4.71:1.40:1.00:1.34:0.42:0.06:4.34:0.91,5.8976E5,3.9997E5,5.8976E5,3.9997E5,1.00:0.68,20766,FBpp0291024
1407,1556,FBgn0034915,16.00,34,5,5,Oxidation (M),1.1026E7,7.1033E6,8.8111E6,1.163E6,6.998E6,0,6.0308E6,9.6985E6,9.1476E6,6.4199E6,8.0824E6,1.0393E6,5.1992E6,0,5.0975E6,7.0725E6,1.13:0.79:1.00:0.13:0.64:0:0.63:0.88,7.0259E6,7.5758E6,6.1723E6,5.7898E6,1.00:0.94,26494,FBpp0072144
967,958,FBgn0022343,15.92,35,6,6,Oxidation (M),6.8948E6,1.0165E7,1.0647E7,9.7337E6,2.784E7,4.4522E7,3.0921E7,1.6551E7,5.3095E6,9.0418E6,9.1496E6,8.2766E6,2.2302E7,4.0182E7,1.9008E7,1.0628E7,0.58:0.99:1.00:0.90:2.44:4.39:2.08:1.16,9.9967E6,3.6872E7,8.2609E6,2.7635E7,1.00:3.35,29636,FBpp0072299
1784,1341,FBgn0033062,15.79,2,2,2,Deamidation (NQ),4.1757E5,7.9382E5,7.6512E5,7.2125E5,9.2833E5,1.1857E6,2.7136E5,1.4229E6,4.1757E5,7.9382E5,7.6512E5,7.2125E5,9.2833E5,1.1857E6,2.7136E5,1.4229E6,0.55:1.04:1.00:0.94:1.21:1.55:0.35:1.86,7.0267E5,9.8853E5,7.0267E5,9.8853E5,1.00:1.41,107222,FBpp0085356
145,70,FBgn0026418,15.78,42,24,24,Carbamidomethylation; Oxidation (M); Deamidation (NQ),4.213E7,1.1774E8,7.6022E7,6.6532E7,1.8027E8,1.5263E8,1.1196E8,2.3413E8,4.3856E6,6.4986E7,2.6509E7,1.9311E7,2.9545E7,3.3983E7,3.9882E7,6.3313E7,0.17:2.45:1.00:0.73:1.11:1.28:1.50:2.39,8.5627E7,1.7238E8,3.7435E7,4.1835E7,1.00:1.12,91903,FBpp0292999
888,879,FBgn0038115,15.74,8,2,2,Oxidation (M),0,4.5611E5,8.8959E3,1.5022E5,1.846E6,8.9459E6,6.2838E5,4.1681E5,0,4.5611E5,8.8959E3,1.5022E5,1.846E6,8.9459E6,6.2838E5,4.1681E5,0:51.27:1.00:16.89:64.00:64.00:64.00:46.85,2.7308E5,2.9593E6,2.7308E5,2.9593E6,1.00:10.84,54620,FBpp0082183
1012,1200,FBgn0030447,15.65,25,5,5,,1.2623E7,7.9839E6,7.4341E6,9.3676E4,9.7418E6,2.1099E4,1.1383E7,1.6762E7,1.1386E7,7.5988E6,6.9902E6,9.1293E4,8.6323E6,1.5653E4,1.0837E7,1.5918E7,1.63:1.09:1.00:0.02:1.23:0.02:1.55:2.28,7.0938E6,1.1552E7,6.5165E6,1.0724E7,1.00:1.65,26598,FBpp0073552
620,598,FBgn0035964,15.64,54,9,9,Carbamidomethylation; Oxidation (M),5.3165E7,3.4616E7,4.0773E7,1.0859E7,5.2716E7,4.4369E6,6.3361E7,5.632E7,3.036E7,2.2008E7,2.184E7,8.7504E6,3.6009E7,4.4369E6,4.6057E7,3.0974E7,1.39:1.01:1.00:0.40:1.65:0.20:2.11:1.42,3.5854E7,5.7735E7,2.074E7,3.5382E7,1.00:1.71,24528,FBpp0099973
569,891,FBgn0004066,15.19,41,7,7,Carbamidomethylation; Oxidation (M); Deamidation (NQ),2.1087E7,2.6748E7,2.6207E7,1.7274E7,5.2541E6,6.9387E6,2.9392E7,8.6067E6,1.1834E7,1.47E7,1.8114E7,1.0364E7,5.2196E6,5.6245E6,1.9379E7,8.551E6,0.65:0.81:1.00:0.57:0.29:0.31:1.07:0.47,2.3103E7,1.7007E7,1.3819E7,1.2126E7,1.00:0.88,27973,FBpp0073989
1332,1193,FBgn0039751,15.07,8,2,2,Oxidation (M),2.5195E6,2.1833E6,2.1447E6,3.0156E6,9.6909E5,4.9066E5,3.4283E6,1.6434E6,2.5195E6,2.1833E6,2.1447E6,3.0156E6,9.6909E5,4.9066E5,3.4283E6,1.6434E6,1.17:1.02:1.00:1.41:0.45:0.23:1.60:0.77,2.4658E6,1.6329E6,2.4658E6,1.6329E6,1.00:0.66,28273,FBpp0084940
1528,1756,FBgn0039118,15.06,8,2,2,Carbamidomethylation,5.5934E6,3.2543E6,3.3859E6,2.6331E6,7.7897E6,6.9247E4,2.7631E7,1.1454E7,5.5934E6,3.2543E6,3.3859E6,2.6331E6,7.7897E6,6.9247E4,2.7631E7,1.1454E7,1.65:0.96:1.00:0.78:2.30:0.02:8.16:3.38,3.7167E6,1.5648E7,3.7167E6,1.5648E7,1.00:4.21,30944,FBpp0083852
1622,1902,FBgn0010422,15.06,10,2,2,,0,6.6144E4,6.9711E5,5.6344E5,1.1538E6,5.7506E3,8.197E5,9.8542E5,0,6.6144E4,6.9711E5,5.6344E5,1.1538E6,5.7506E3,8.197E5,9.8542E5,0:0.09:1.00:0.81:1.66:0.02:1.18:1.41,5.6839E5,9.8821E5,5.6839E5,9.8821E5,1.00:1.74,34300,FBpp0080281
1862,2195,FBgn0032032,14.98,9,2,2,,7.0392E5,3.6554E5,8.0962E5,1.1307E6,1.4499E6,5.672E4,1.9364E6,1.6045E6,7.0392E5,3.6554E5,8.0962E5,1.1307E6,1.4499E6,5.672E4,1.9364E6,1.6045E6,0.87:0.45:1.00:1.40:1.79:0.07:2.39:1.98,7.5244E5,1.5654E6,7.5244E5,1.5654E6,1.00:2.08,28013,FBpp0079267
376,311,FBgn0263231,14.89,18,11,11,Carbamidomethylation; Oxidation (M),1.6092E7,2.386E7,2.5578E7,3.4424E7,2.0302E7,2.7459E7,7.0558E6,1.383E7,1.0363E7,1.3642E7,1.3979E7,1.7648E7,1.0309E7,1.2875E7,3.373E6,8.7068E6,0.74:0.98:1.00:1.26:0.74:0.92:0.24:0.62,2.5437E7,2.178E7,1.3908E7,1.1377E7,1.00:0.82,85414,FBpp0306433
943,773,FBgn0027932,14.79,2,1,1,,3.3273E5,1.2273E6,2.2069E6,5.3691E6,5.3318E5,4.2814E4,0,0,3.3273E5,1.2273E6,2.2069E6,5.3691E6,5.3318E5,4.2814E4,0,0,0.15:0.56:1.00:2.43:0.24:0.02:0:0,2.284E6,2.88E5,2.284E6,2.88E5,1.00:0.13,88133,FBpp0079282
687,520,FBgn0036299,14.71,4,3,3,,4.7564E6,6.0138E6,6.9257E6,9.5299E6,6.7511E5,1.1422E6,2.1777E5,3.8066E6,4.7564E6,6.0138E6,6.9257E6,9.5299E6,6.7511E5,1.1422E6,2.1777E5,3.8066E6,0.69:0.87:1.00:1.38:0.10:0.16:0.03:0.55,6.8064E6,1.4604E6,6.8064E6,1.4604E6,1.00:0.21,92325,FBpp0075698
974,950,FBgn0010774,14.64,18,4,4,,1.3809E7,2.0663E6,2.0971E6,1.7048E6,1.7691E6,3.4504E5,4.7227E6,3.2274E6,9.9439E6,2.0663E6,2.0971E6,1.6109E6,1.5293E6,3.1293E5,3.8587E6,2.524E6,4.74:0.99:1.00:0.77:0.73:0.15:1.84:1.20,6.6364E6,2.5646E6,4.6569E6,2.1048E6,1.00:0.45,27852,FBpp0081156
411,316,FBgn0040493,14.60,4,2,2,,1.2115E5,9.0608E5,5.6133E5,8.1016E5,6.9012E5,4.8124E6,1.175E5,1.112E5,1.2115E5,9.0608E5,5.6133E5,8.1016E5,6.9012E5,4.8124E6,1.175E5,1.112E5,0.22:1.61:1.00:1.44:1.23:8.57:0.21:0.20,6.9555E5,2.6035E6,6.9555E5,2.6035E6,1.00:3.74,71180,FBpp0310520
1526,1441,FBgn0263608,14.59,7,2,2,Carbamidomethylation; Oxidation (M),0,2.1416E5,1.9699E5,1.6589E5,9.3851E5,1.9766E6,2.4043E6,5.6209E6,0,2.1416E5,1.9699E5,1.6589E5,9.3851E5,1.9766E6,2.4043E6,5.6209E6,0:1.09:1.00:0.84:4.76:10.03:12.20:28.53,1.9235E5,2.8332E6,1.9235E5,2.8332E6,1.00:14.73,39447,FBpp0075215
708,445,FBgn0020392,14.40,15,6,6,Oxidation (M),1.1612E6,5.8019E6,2.04E6,1.6974E6,7.5229E6,9.0577E6,1.5914E6,1.751E6,8.7197E5,4.7104E6,1.5416E6,1.3418E6,5.8248E6,8.227E6,1.3379E6,1.5496E6,0.57:3.06:1.00:0.87:3.78:5.34:0.87:1.01,2.6751E6,5.6746E6,2.1164E6,4.5307E6,1.00:2.14,53833,FBpp0076451
1497,1927,FBgn0266711,14.24,24,2,2,Carbamidomethylation; Oxidation (M),6.7731E6,7.639E6,2.7508E6,2.5505E6,2.1383E6,2.0562E6,1.1449E7,1.0652E7,6.7731E6,7.639E6,2.7508E6,2.5505E6,2.1383E6,2.0562E6,1.1449E7,1.0652E7,2.46:2.78:1.00:0.93:0.78:0.75:4.16:3.87,5.244E6,6.5737E6,5.244E6,6.5737E6,1.00:1.25,13119,FBpp0085724
152,250,FBgn0030362,14.23,74,21,21,Carbamidomethylation; Oxidation (M); Deamidation (NQ),3.0043E8,2.0182E8,1.7034E8,1.6323E8,4.099E8,2.5433E8,7.9299E8,5.5623E8,1.2746E8,1.0024E8,8.2369E7,7.7569E7,1.9553E8,1.4582E8,2.9101E8,2.1369E8,1.55:1.22:1.00:0.94:2.37:1.77:3.53:2.59,2.5618E8,5.7447E8,1.1747E8,2.4321E8,1.00:2.07,35360,FBpp0073422
1684,1659,FBgn0031310,14.20,17,3,3,,4.6965E6,1.7726E6,3.4058E6,8.034E5,5.4885E6,1.037E6,6.2664E6,6.7028E6,4.6965E6,1.7726E6,3.4058E6,8.034E5,5.4885E6,1.037E6,6.2664E6,6.7028E6,1.38:0.52:1.00:0.24:1.61:0.30:1.84:1.97,3.2872E6,6.0906E6,3.2872E6,6.0906E6,1.00:1.85,20474,FBpp0077625
2001,2147,FBgn0039958,14.05,6,2,2,,2.4948E5,4.9902E5,8.4301E5,9.2253E5,4.3224E5,1.6675E6,1.9532E6,1.322E6,2.4948E5,4.9902E5,8.4301E5,9.2253E5,4.3224E5,1.6675E6,1.9532E6,1.322E6,0.30:0.59:1.00:1.09:0.51:1.98:2.32:1.57,6.2851E5,1.5379E6,6.2851E5,1.5379E6,1.00:2.45,39632,FBpp0112427
821,694,FBgn0260632,14.05,5,3,3,,3.3539E5,3.2187E5,1.0467E6,2.1142E6,1.1767E6,1.4274E5,1.2822E4,1.362E5,3.3539E5,3.2187E5,1.0467E6,2.1142E6,1.1767E6,1.4274E5,1.2822E4,1.362E5,0.32:0.31:1.00:2.02:1.12:0.14:0.02:0.13,1.0579E6,7.3422E5,1.0579E6,7.3422E5,1.00:0.69,111551,FBpp0309222
1326,1577,FBgn0029996,13.99,35,6,6,,1.0837E7,6.7969E6,8.6461E6,4.4534E6,1.2736E7,1.7475E6,1.6406E7,1.2156E7,7.993E6,4.9784E6,5.1816E6,3.3462E6,7.7192E6,1.7475E6,1.0338E7,9.2354E6,1.54:0.96:1.00:0.65:1.49:0.34:2.00:1.78,7.8685E6,1.4349E7,5.5601E6,9.6802E6,1.00:1.74,20889,FBpp0071067
1647,1467,FBgn0036553,13.96,8,2,2,,2.5687E5,4.0657E6,2.1769E6,3.1077E6,2.1325E6,2.7303E6,1.7055E6,0,2.5687E5,4.0657E6,2.1769E6,3.1077E6,2.1325E6,2.7303E6,1.7055E6,0,0.12:1.87:1.00:1.43:0.98:1.25:0.78:0,2.6385E6,2.1894E6,2.6385E6,2.1894E6,1.00:0.83,31698,FBpp0075271
8,8,FBgn0000044,13.93,6,2,2,,4.7077E9,4.8428E9,4.6649E9,4.7426E9,2.2614E8,2.2022E7,4.624E8,4.404E8,4.7077E9,4.8428E9,4.6649E9,4.7426E9,2.2614E8,2.2022E7,4.624E8,4.404E8,1.01:1.04:1.00:1.02:0.05:0.02:0.10:0.09,4.7395E9,2.8835E8,4.7395E9,2.8835E8,1.00:0.06,41835,FBpp0071448
1268,1206,FBgn0035348,13.89,9,3,3,,1.6998E6,4.4689E5,1.4323E6,7.1002E5,5.6968E6,1.4003E7,2.741E6,5.2008E6,1.6998E6,4.4689E5,1.4323E6,7.1002E5,5.6968E6,1.4003E7,2.741E6,5.2008E6,1.19:0.31:1.00:0.50:3.98:9.78:1.91:3.63,1.596E6,1.0453E7,1.596E6,1.0453E7,1.00:6.55,42601,FBpp0303831
296,585,FBgn0037354,13.84,40,8,8,Carbamidomethylation; Deamidation (NQ),5.3805E7,4.1503E7,4.7451E7,1.6755E7,5.5785E7,1.0071E7,6.3856E7,9.9959E7,3.3439E7,2.7478E7,3.2442E7,1.2057E7,4.0034E7,8.3764E6,3.958E7,6.0615E7,1.03:0.85:1.00:0.37:1.23:0.26:1.22:1.87,4.707E7,7.5945E7,2.9051E7,4.8622E7,1.00:1.67,26918,FBpp0078357
247,159,FBgn0263120,13.82,16,9,9,Carbamidomethylation; Oxidation (M),5.4131E7,5.6501E7,1.6002E7,1.0463E7,6.485E6,1.2547E7,1.2508E6,3.4174E6,3.2469E7,2.8986E7,5.9521E6,3.1881E6,3.2335E6,6.9286E6,6.6034E5,1.0482E6,5.45:4.87:1.00:0.54:0.54:1.16:0.11:0.18,3.5456E7,7.2394E6,1.7649E7,3.6332E6,1.00:0.21,81815,FBpp0305216
