Protein Group,Protein ID,Accession,Significance,Coverage (%),Peptides,Unique,PTM,FRT_U1 Area,FRT_U2 Area,FRT_PM2 Area,FRT_PM1 Area,FRT_U1 Area (top-3 peptides),FRT_U2 Area (top-3 peptides),FRT_PM2 Area (top-3 peptides),FRT_PM1 Area (top-3 peptides),Sample Profile (Ratio),Tissue_U Area,Tissue_PM Area,Tissue_U Area (top-3 peptides),Tissue_PM Area (top-3 peptides),Group Profile (Ratio),Avg. Mass,Description
90,166,FBgn0265991,0.88,16,30,30,Carbamidomethylation; Deamidation (NQ),3.785E8,4.3063E8,5.214E8,5.4067E8,1.2734E8,1.4037E8,1.5326E8,1.5536E8,0.91:1.00:1.09:1.11,4.0457E8,5.3103E8,1.3385E8,1.5431E8,1.00:1.15,238061,FBpp0099801
1974,2263,FBgn0263106,0.88,5,2,2,,3.547E5,8.9268E5,8.9483E5,6.0387E5,3.547E5,8.9268E5,8.9483E5,6.0387E5,0.40:1.00:1.00:0.68,6.2369E5,7.4935E5,6.2369E5,7.4935E5,1.00:1.20,37028,FBpp0076830
560,444,FBgn0039024,0.87,9,6,6,Deamidation (NQ),6.7649E6,8.4821E6,8.3194E6,9.4291E6,3.8101E6,5.4414E6,5.0395E6,5.5407E6,0.70:1.00:0.93:1.02,7.6235E6,8.8742E6,4.6258E6,5.2901E6,1.00:1.14,80596,FBpp0083710
1812,2007,FBgn0036007,0.87,6,2,2,,2.6902E6,3.8801E6,4.058E6,4.1677E6,2.6902E6,3.8801E6,4.058E6,4.1677E6,0.69:1.00:1.05:1.07,3.2851E6,4.1128E6,3.2851E6,4.1128E6,1.00:1.25,52056,FBpp0076156
1479,1716,FBgn0036740,0.87,5,1,1,,1.4176E6,5.6295E5,8.0274E5,7.6597E5,1.4176E6,5.6295E5,8.0274E5,7.6597E5,2.52:1.00:1.43:1.36,9.9029E5,7.8436E5,9.9029E5,7.8436E5,1.00:0.79,25151,FBpp0074964
427,517,FBgn0027844,0.87,43,10,10,Carbamidomethylation; Oxidation (M); Deamidation (NQ),5.4402E7,1.7745E7,4.4929E7,3.9002E7,3.0883E7,8.5356E6,2.4348E7,2.136E7,3.62:1.00:2.85:2.50,3.6073E7,4.1965E7,1.9709E7,2.2854E7,1.00:1.16,29953,FBpp0080116
504,753,FBgn0038400,0.87,48,9,9,Carbamidomethylation; Oxidation (M),5.7461E7,3.7884E7,4.2442E7,3.417E7,3.8115E7,2.9777E7,3.1733E7,2.6883E7,1.28:1.00:1.07:0.90,4.7673E7,3.8306E7,3.3946E7,2.9308E7,1.00:0.86,24481,FBpp0082733
1443,1209,FBgn0050147,0.87,1,1,1,,2.9185E5,4.8917E5,3.8632E5,5.4848E5,2.9185E5,4.8917E5,3.8632E5,5.4848E5,0.60:1.00:0.79:1.12,3.9051E5,4.674E5,3.9051E5,4.674E5,1.00:1.20,94465,FBpp0085567
2774,8423,FBgn0026149,0.87,7,1,1,,6.271E5,2.272E5,2.1065E5,4.4167E5,6.271E5,2.272E5,2.1065E5,4.4167E5,2.76:1.00:0.93:1.94,4.2715E5,3.2616E5,4.2715E5,3.2616E5,1.00:0.76,16649,FBpp0071293
2051,1862,FBgn0285948,0.87,11,2,2,,3.6282E6,2.563E6,2.1479E6,3.0819E6,3.6282E6,2.563E6,2.1479E6,3.0819E6,1.42:1.00:0.84:1.20,3.0956E6,2.6149E6,3.0956E6,2.6149E6,1.00:0.84,17022,FBpp0077142
1215,905,FBgn0032643,0.87,8,5,5,Oxidation (M),6.5891E6,5.7317E6,7.0729E6,6.212E6,5.1912E6,4.6333E6,6.0812E6,5.4717E6,1.12:1.00:1.31:1.18,6.1604E6,6.6425E6,4.9122E6,5.7765E6,1.00:1.18,61540,FBpp0080551
1525,1361,FBgn0004132,0.86,20,4,4,Oxidation (M),4.5249E6,1.4445E6,2.8998E6,1.7954E6,3.9693E6,1.2162E6,2.6921E6,1.6639E6,3.26:1.00:2.21:1.37,2.9847E6,2.3476E6,2.5928E6,2.178E6,1.00:0.84,21002,FBpp0088027
182,333,FBgn0011286,0.86,3,16,16,Oxidation (M),6.313E6,1.5589E7,1.4533E7,1.5318E7,2.1156E6,5.0087E6,3.8932E6,5.1303E6,0.42:1.00:0.78:1.02,1.0951E7,1.4926E7,3.5621E6,4.5117E6,1.00:1.27,581422,FBpp0293114
108,103,FBgn0023143,0.86,21,20,20,Oxidation (M); Deamidation (NQ),5.8367E7,6.6999E7,7.231E7,6.583E7,1.6028E7,1.7784E7,2.1705E7,1.7626E7,0.90:1.00:1.22:0.99,6.2683E7,6.907E7,1.6906E7,1.9666E7,1.00:1.16,130758,FBpp0087583
352,271,FBgn0034356,0.86,33,19,19,Carbamidomethylation; Oxidation (M); Deamidation (NQ),7.5147E7,4.0505E7,4.5015E7,3.8954E7,2.0458E7,1.2244E7,1.4468E7,1.2439E7,1.67:1.00:1.18:1.02,5.7826E7,4.1984E7,1.6351E7,1.3454E7,1.00:0.82,70672,FBpp0085878
77,49,FBgn0286818,0.86,74,32,32,Carbamidomethylation; Oxidation (M); Deamidation (NQ),1.4555E9,1.4762E9,1.1542E9,1.379E9,3.8754E8,3.4858E8,2.8139E8,3.4135E8,1.11:1.00:0.81:0.98,1.4658E9,1.2666E9,3.6806E8,3.1137E8,1.00:0.85,55781,FBpp0075401
2032,2186,FBgn0022893,0.86,5,1,1,,4.8428E4,5.3169E5,3.5211E5,4.2952E5,4.8428E4,5.3169E5,3.5211E5,4.2952E5,0.09:1.00:0.66:0.81,2.9006E5,3.9081E5,2.9006E5,3.9081E5,1.00:1.35,18823,FBpp0099688
326,932,FBgn0034583,0.86,25,7,7,,1.7001E8,1.4658E8,1.5914E8,9.0183E7,1.3038E8,1.3974E8,1.4551E8,7.5191E7,0.93:1.00:1.04:0.54,1.583E8,1.2466E8,1.3506E8,1.1035E8,1.00:0.82,31556,FBpp0071470
1860,1985,FBgn0038976,0.86,14,2,2,Oxidation (M),1.2131E6,7.9719E5,7.9441E5,8.7209E5,1.2131E6,7.9719E5,7.9441E5,8.7209E5,1.52:1.00:1.00:1.09,1.0051E6,8.3325E5,1.0051E6,8.3325E5,1.00:0.83,19078,FBpp0083650
749,523,FBgn0028688,0.86,7,3,3,,9.7839E5,3.1945E6,1.8316E6,3.186E6,9.7839E5,3.1945E6,1.8316E6,3.186E6,0.31:1.00:0.57:1.00,2.0864E6,2.5088E6,2.0864E6,2.5088E6,1.00:1.20,45381,FBpp0083687
809,729,FBgn0025866,0.86,2,1,1,,6.3687E5,8.4478E5,7.9633E5,9.3004E5,6.3687E5,8.4478E5,7.9633E5,9.3004E5,0.75:1.00:0.94:1.10,7.4083E5,8.6318E5,7.4083E5,8.6318E5,1.00:1.17,103813,FBpp0076072
2555,2710,FBgn0032050,0.86,1,1,1,,3.6451E5,4.2516E5,5.2855E5,6.2237E5,3.6451E5,4.2516E5,5.2855E5,6.2237E5,0.86:1.00:1.24:1.46,3.9483E5,5.7546E5,3.9483E5,5.7546E5,1.00:1.46,74364,FBpp0079306
580,1018,FBgn0038858,0.85,44,6,6,Carbamidomethylation; Oxidation (M); Deamidation (NQ),3.8475E7,2.5033E7,2.1986E7,2.5305E7,2.6702E7,1.3045E7,1.6121E7,1.7166E7,2.05:1.00:1.24:1.32,3.1754E7,2.3646E7,1.9874E7,1.6644E7,1.00:0.84,23619,FBpp0306057
1714,1869,FBgn0036919,0.85,3,2,2,Oxidation (M),2.3102E6,1.1367E6,2.0683E6,2.0324E6,2.3102E6,1.1367E6,2.0683E6,2.0324E6,2.03:1.00:1.82:1.79,1.7234E6,2.0503E6,1.7234E6,2.0503E6,1.00:1.19,47724,FBpp0074664
1071,728,FBgn0024293,0.85,6,2,2,,1.4573E6,4.4267E6,3.446E6,3.607E6,1.4573E6,4.4267E6,3.446E6,3.607E6,0.33:1.00:0.78:0.81,2.942E6,3.5265E6,2.942E6,3.5265E6,1.00:1.20,43378,FBpp0099762
214,247,FBgn0020618,0.85,49,14,14,Carbamidomethylation; Deamidation (NQ),1.3939E8,1.6902E8,1.3697E8,1.7156E8,4.8601E7,1.2897E8,8.7186E7,1.2416E8,0.38:1.00:0.68:0.96,1.5421E8,1.5427E8,8.8784E7,1.0567E8,1.00:1.19,35618,FBpp0079187
404,395,FBgn0027356,0.85,23,11,11,Deamidation (NQ),4.4031E7,5.5584E7,5.6256E7,5.5649E7,2.6759E7,3.5924E7,3.4757E7,3.7265E7,0.74:1.00:0.97:1.04,4.9807E7,5.5953E7,3.1342E7,3.6011E7,1.00:1.15,65902,FBpp0086941
1343,1163,FBgn0250874,0.85,3,1,1,,1.4554E5,2.2664E6,1.5775E6,1.7185E6,1.4554E5,2.2664E6,1.5775E6,1.7185E6,0.06:1.00:0.70:0.76,1.206E6,1.648E6,1.206E6,1.648E6,1.00:1.37,49672,FBpp0070474
620,563,FBgn0036258,0.85,13,7,7,Carbamidomethylation,1.6118E7,1.8663E7,1.6572E7,1.5467E7,8.9069E6,1.2809E7,7.9556E6,1.0783E7,0.70:1.00:0.62:0.84,1.7391E7,1.6019E7,1.0858E7,9.3692E6,1.00:0.86,63223,FBpp0075754
1483,1124,FBgn0266449,0.85,26,7,7,,1.9118E7,2.2621E7,2.2143E7,2.4644E7,1.0679E7,1.225E7,1.1953E7,1.4394E7,0.87:1.00:0.98:1.17,2.087E7,2.3393E7,1.1464E7,1.3173E7,1.00:1.15,31215,FBpp0078823
2302,2832,FBgn0030234,0.85,4,1,1,,2.0274E6,2.2397E6,2.6498E6,2.5219E6,2.0274E6,2.2397E6,2.6498E6,2.5219E6,0.91:1.00:1.18:1.13,2.1336E6,2.5859E6,2.1336E6,2.5859E6,1.00:1.21,18910,FBpp0073232
126,30,FBgn0029823,0.84,51,25,25,Carbamidomethylation; Oxidation (M); Deamidation (NQ),6.2318E8,2.6264E8,3.7415E8,4.2073E8,1.6758E8,8.6068E7,1.1222E8,1.1107E8,1.95:1.00:1.30:1.29,4.4291E8,3.9744E8,1.2682E8,1.1164E8,1.00:0.88,58801,FBpp0070792
637,545,FBgn0036290,0.84,18,5,5,,1.4367E6,1.9128E6,1.8141E6,1.687E6,8.1071E5,1.6608E6,1.453E6,1.5507E6,0.49:1.00:0.87:0.93,1.6747E6,1.7506E6,1.2357E6,1.5018E6,1.00:1.22,35796,FBpp0088362
643,463,FBgn0031824,0.84,2,1,1,Oxidation (M),1.9911E4,4.2129E6,3.999E6,2.4958E6,1.9911E4,4.2129E6,3.999E6,2.4958E6,0.02:1.00:0.95:0.59,2.1164E6,3.2474E6,2.1164E6,3.2474E6,1.00:1.53,45757,FBpp0078893
391,1376,FBgn0266451,0.84,7,1,1,,5.2815E5,1.8679E5,2.601E5,5.8989E5,5.2815E5,1.8679E5,2.601E5,5.8989E5,2.83:1.00:1.39:3.16,3.5747E5,4.2499E5,3.5747E5,4.2499E5,1.00:1.19,14371,FBpp0310816
1889,1993,FBgn0031360,0.84,3,1,1,,2.1871E6,3.4047E6,2.3369E6,2.2984E6,2.1871E6,3.4047E6,2.3369E6,2.2984E6,0.64:1.00:0.69:0.68,2.7959E6,2.3177E6,2.7959E6,2.3177E6,1.00:0.83,35669,FBpp0077552
1785,1918,FBgn0030686,0.83,2,1,1,,3.1047E5,9.4803E5,8.9124E5,9.3028E5,3.1047E5,9.4803E5,8.9124E5,9.3028E5,0.33:1.00:0.94:0.98,6.2925E5,9.1076E5,6.2925E5,9.1076E5,1.00:1.45,40553,FBpp0073906
187,234,FBgn0267488,0.83,12,18,18,Carbamidomethylation; Oxidation (M),2.7978E7,4.5895E7,4.1374E7,4.2481E7,8.6806E6,1.6423E7,1.3494E7,1.5652E7,0.53:1.00:0.82:0.95,3.6937E7,4.1927E7,1.2552E7,1.4573E7,1.00:1.16,202782,FBpp0079165
498,416,FBgn0028687,0.83,33,13,13,Carbamidomethylation,2.5866E7,2.1354E7,2.5807E7,2.9201E7,1.7701E7,1.3495E7,1.7239E7,1.8827E7,1.31:1.00:1.28:1.40,2.361E7,2.7504E7,1.5598E7,1.8033E7,1.00:1.16,48542,FBpp0088021
405,290,FBgn0001230,0.83,6,4,4,,6.842E6,8.7342E6,4.8902E6,8.6882E6,4.8023E6,6.1199E6,4.7199E6,7.7754E6,0.78:1.00:0.77:1.27,7.7881E6,6.7892E6,5.4611E6,6.2476E6,1.00:1.14,69744,FBpp0083974
2885,4564,FBgn0038541,0.82,1,1,1,,9.208E5,5.5999E5,1.6466E6,4.8267E5,9.208E5,5.5999E5,1.6466E6,4.8267E5,1.64:1.00:2.94:0.86,7.404E5,1.0646E6,7.404E5,1.0646E6,1.00:1.44,64897,FBpp0082936
258,588,FBgn0016691,0.82,69,20,20,Carbamidomethylation; Oxidation (M); Deamidation (NQ),1.0863E9,6.238E8,8.3065E8,7.759E8,4.7627E8,2.7709E8,3.4384E8,3.2595E8,1.72:1.00:1.24:1.18,8.5503E8,8.0327E8,3.7668E8,3.349E8,1.00:0.89,22422,FBpp0082522
1158,929,FBgn0026259,0.82,1,1,1,Carbamidomethylation,1.6989E5,2.6834E5,1.8803E5,1.7994E5,1.6989E5,2.6834E5,1.8803E5,1.7994E5,0.63:1.00:0.70:0.67,2.1912E5,1.8398E5,2.1912E5,1.8398E5,1.00:0.84,127203,FBpp0073003
1983,1825,FBgn0028940,0.82,4,2,2,,1.3145E6,8.4363E5,9.4667E5,8.6974E5,1.3145E6,8.4363E5,9.4667E5,8.6974E5,1.56:1.00:1.12:1.03,1.079E6,9.0821E5,1.079E6,9.0821E5,1.00:0.84,57705,FBpp0080164
117,21,FBgn0001220,0.82,51,34,34,Carbamidomethylation; Oxidation (M); Deamidation (NQ),2.3981E8,2.8397E8,2.4596E8,2.0614E8,6.5677E7,7.9423E7,7.0487E7,5.8525E7,0.83:1.00:0.89:0.74,2.6189E8,2.2605E8,7.255E7,6.4506E7,1.00:0.89,74066,FBpp0086694
1689,1995,FBgn0263251,0.82,17,3,3,Oxidation (M),2.418E6,1.972E6,2.1215E6,1.6213E6,2.418E6,1.972E6,2.1215E6,1.6213E6,1.23:1.00:1.08:0.82,2.195E6,1.8714E6,2.195E6,1.8714E6,1.00:0.85,22324,FBpp0076077
66,51,FBgn0002719,0.82,41,29,29,Carbamidomethylation; Oxidation (M); Deamidation (NQ),8.7665E8,9.0657E8,8.2246E8,7.3006E8,2.7053E8,2.7722E8,2.6947E8,2.2658E8,0.98:1.00:0.97:0.82,8.9161E8,7.7626E8,2.7388E8,2.4803E8,1.00:0.91,84626,FBpp0082129
2273,4301,FBgn0030638,0.82,6,2,2,,1.0768E6,1.4066E6,1.3836E6,6.7077E5,1.0768E6,1.4066E6,1.3836E6,6.7077E5,0.77:1.00:0.98:0.48,1.2417E6,1.0272E6,1.2417E6,1.0272E6,1.00:0.83,49664,FBpp0073848
654,506,FBgn0267912,0.82,9,4,4,,4.8876E6,6.9152E6,5.7459E6,4.5749E6,4.334E6,6.3596E6,5.256E6,4.0725E6,0.68:1.00:0.83:0.64,5.9014E6,5.1604E6,5.3468E6,4.6643E6,1.00:0.87,64285,FBpp0074067
291,215,FBgn0026415,0.81,34,12,12,Deamidation (NQ),1.3884E8,1.1392E8,1.0128E8,1.3701E8,6.6355E7,5.2696E7,4.491E7,5.8771E7,1.26:1.00:0.85:1.12,1.2638E8,1.1915E8,5.9525E7,5.1841E7,1.00:0.87,48604,FBpp0071328
1328,1106,FBgn0020626,0.81,1,1,1,,4.7323E5,5.5571E5,6.2301E5,5.9716E5,4.7323E5,5.5571E5,6.2301E5,5.9716E5,0.85:1.00:1.12:1.07,5.1447E5,6.1008E5,5.1447E5,6.1008E5,1.00:1.19,89325,FBpp0084176
987,898,FBgn0260484,0.81,15,4,4,,2.9695E6,2.9595E6,2.6611E6,3.6343E6,2.3824E6,2.5963E6,2.4178E6,3.3941E6,0.92:1.00:0.93:1.31,2.9645E6,3.1477E6,2.4894E6,2.9059E6,1.00:1.17,41037,FBpp0070575
987,899,FBgn0029676,0.81,15,4,4,,2.9695E6,2.9595E6,2.6611E6,3.6343E6,2.3824E6,2.5963E6,2.4178E6,3.3941E6,0.92:1.00:0.93:1.31,2.9645E6,3.1477E6,2.4894E6,2.9059E6,1.00:1.17,41037,FBpp0070573
184,254,FBgn0029969,0.81,37,11,11,Carbamidomethylation; Oxidation (M),5.8549E7,7.0173E7,5.4929E7,6.678E7,4.3408E7,5.0787E7,3.8752E7,4.085E7,0.85:1.00:0.76:0.80,6.4361E7,6.0855E7,4.7097E7,3.9801E7,1.00:0.85,43470,FBpp0071095
147,120,FBgn0029176,0.81,52,22,22,Deamidation (NQ),3.5823E8,2.1125E8,2.6666E8,2.9566E8,1.6017E8,1.093E8,1.1905E8,1.237E8,1.47:1.00:1.09:1.13,2.8474E8,2.8116E8,1.3473E8,1.2137E8,1.00:0.90,48968,FBpp0084761
253,155,FBgn0020389,0.81,25,13,13,Carbamidomethylation; Oxidation (M),2.1004E7,2.8852E7,2.3715E7,2.1521E7,1.3129E7,1.4901E7,1.3536E7,1.1166E7,0.88:1.00:0.91:0.75,2.4928E7,2.2618E7,1.4015E7,1.2351E7,1.00:0.88,74053,FBpp0074657
806,727,FBgn0032783,0.81,3,1,1,,1.966E4,1.5744E6,1.7812E6,5.6885E5,1.966E4,1.5744E6,1.7812E6,5.6885E5,0.02:1.00:1.13:0.36,7.9704E5,1.175E6,7.9704E5,1.175E6,1.00:1.47,37588,FBpp0080749
2112,4783,FBgn0025712,0.81,7,1,1,,2.7464E4,1.4131E5,8.9228E4,1.5317E5,2.7464E4,1.4131E5,8.9228E4,1.5317E5,0.19:1.00:0.63:1.08,8.4388E4,1.212E5,8.4388E4,1.212E5,1.00:1.44,17888,FBpp0072644
1507,1599,FBgn0024734,0.80,16,4,4,Oxidation (M); Deamidation (NQ),6.1774E6,4.1059E6,5.8473E6,6.4261E6,5.6667E6,3.8348E6,5.2063E6,6.4044E6,1.48:1.00:1.36:1.67,5.1417E6,6.1367E6,4.7508E6,5.8054E6,1.00:1.22,19973,FBpp0080414
414,217,FBgn0003261,0.80,27,16,16,Carbamidomethylation; Oxidation (M),2.7079E7,4.1626E7,3.993E7,3.9704E7,9.8103E6,1.4379E7,1.3709E7,1.3744E7,0.68:1.00:0.95:0.96,3.4352E7,3.9817E7,1.2095E7,1.3727E7,1.00:1.13,78548,FBpp0078301
1568,2262,FBgn0033529,0.80,18,3,3,Carbamidomethylation; Deamidation (NQ),3.9134E6,6.0929E6,5.6202E6,6.5166E6,3.9134E6,6.0929E6,5.6202E6,6.5166E6,0.64:1.00:0.92:1.07,5.0031E6,6.0684E6,5.0031E6,6.0684E6,1.00:1.21,22491,FBpp0087367
1822,1785,FBgn0011725,0.80,2,1,1,,1.7947E5,3.42E5,3.2297E5,3.3006E5,1.7947E5,3.42E5,3.2297E5,3.3006E5,0.52:1.00:0.94:0.97,2.6074E5,3.2651E5,2.6074E5,3.2651E5,1.00:1.25,65047,FBpp0083954
408,581,FBgn0019644,0.80,46,17,17,Carbamidomethylation; Oxidation (M); Deamidation (NQ),7.0339E8,4.1584E8,5.6161E8,3.8846E8,3.5021E8,2.0804E8,2.644E8,2.1333E8,1.68:1.00:1.27:1.03,5.5961E8,4.7504E8,2.7913E8,2.3887E8,1.00:0.86,27358,FBpp0076134
190,138,FBgn0014863,0.80,50,20,20,Carbamidomethylation; Oxidation (M); Deamidation (NQ),1.371E8,8.5558E7,1.3381E8,1.9373E8,6.3347E7,4.1516E7,5.6561E7,6.8347E7,1.53:1.00:1.36:1.65,1.1133E8,1.6377E8,5.2431E7,6.2454E7,1.00:1.19,53526,FBpp0081133
1121,2605,FBgn0031453,0.80,30,4,4,Deamidation (NQ),1.748E7,9.9564E6,1.5977E7,1.7267E7,1.5284E7,8.0832E6,1.2476E7,1.3775E7,1.89:1.00:1.54:1.70,1.3718E7,1.6622E7,1.1683E7,1.3125E7,1.00:1.12,15460,FBpp0077397
712,536,FBgn0014028,0.80,58,16,16,Carbamidomethylation; Oxidation (M),1.3519E8,1.0932E8,1.3496E8,1.1983E8,6.2633E7,4.775E7,6.4269E7,6.2313E7,1.31:1.00:1.35:1.30,1.2225E8,1.274E8,5.5191E7,6.3291E7,1.00:1.15,33741,FBpp0085489
1912,2018,FBgn0027554,0.80,2,1,1,,5.6471E5,5.5864E5,5.5162E5,4.0949E5,5.6471E5,5.5864E5,5.5162E5,4.0949E5,1.01:1.00:0.99:0.73,5.6168E5,4.8055E5,5.6168E5,4.8055E5,1.00:0.86,71204,FBpp0076481
2521,3312,FBgn0037942,0.80,4,1,1,,5.2093E4,1.263E5,1.3393E5,1.2172E5,5.2093E4,1.263E5,1.3393E5,1.2172E5,0.41:1.00:1.06:0.96,8.9197E4,1.2782E5,8.9197E4,1.2782E5,1.00:1.43,38384,FBpp0081906
1311,1391,FBgn0032864,0.80,2,1,1,,7.0484E5,2.907E6,1.7313E6,2.5057E6,7.0484E5,2.907E6,1.7313E6,2.5057E6,0.24:1.00:0.60:0.86,1.8059E6,2.1185E6,1.8059E6,2.1185E6,1.00:1.17,53702,FBpp0080895
839,1935,FBgn0036870,0.79,28,3,3,Deamidation (NQ),1.4334E6,2.0681E6,2.0152E6,1.9158E6,6.4276E5,1.5931E6,1.4038E6,1.2307E6,0.40:1.00:0.88:0.77,1.7507E6,1.9655E6,1.1179E6,1.3172E6,1.00:1.18,15946,FBpp0074755
388,330,FBgn0034277,0.79,29,15,15,,3.1012E7,4.0799E7,3.7855E7,4.9654E7,1.6655E7,1.6409E7,1.4995E7,2.309E7,1.01:1.00:0.91:1.41,3.5906E7,4.3755E7,1.6532E7,1.9042E7,1.00:1.15,69230,FBpp0088527
1533,1375,FBgn0038013,0.79,3,1,1,,1.4394E5,6.4108E5,3.8433E5,5.4623E5,1.4394E5,6.4108E5,3.8433E5,5.4623E5,0.22:1.00:0.60:0.85,3.9251E5,4.6528E5,3.9251E5,4.6528E5,1.00:1.19,36561,FBpp0082085
2340,2846,FBgn0039637,0.79,1,1,1,,4.9269E5,8.462E5,1.5405E6,2.2337E5,4.9269E5,8.462E5,1.5405E6,2.2337E5,0.58:1.00:1.82:0.26,6.6945E5,8.8194E5,6.6945E5,8.8194E5,1.00:1.32,90629,FBpp0084740
107,157,FBgn0003071,0.79,30,20,20,Carbamidomethylation; Oxidation (M); Deamidation (NQ),5.9477E7,7.036E7,6.921E7,7.1998E7,2.1053E7,2.4716E7,2.8269E7,2.7215E7,0.85:1.00:1.14:1.10,6.4918E7,7.0604E7,2.2885E7,2.7742E7,1.00:1.21,105187,FBpp0087506
852,623,FBgn0261552,0.79,13,7,7,Oxidation (M),8.2657E6,1.2425E7,1.1221E7,9.6691E6,6.2547E6,8.8724E6,7.6159E6,6.1038E6,0.70:1.00:0.86:0.69,1.0346E7,1.0445E7,7.5636E6,6.8598E6,1.00:0.91,81403,FBpp0306419
1450,1117,FBgn0032006,0.79,1,2,2,,1.0855E6,9.6703E5,1.0046E6,7.419E5,1.0855E6,9.6703E5,1.0046E6,7.419E5,1.12:1.00:1.04:0.77,1.0263E6,8.7323E5,1.0263E6,8.7323E5,1.00:0.85,177276,FBpp0291358
433,774,FBgn0285937,0.79,67,11,11,Carbamidomethylation; Oxidation (M); Deamidation (NQ),1.1622E8,7.9371E7,8.9184E7,9.2457E7,7.8399E7,5.0331E7,5.5888E7,5.8234E7,1.56:1.00:1.11:1.16,9.7794E7,9.082E7,6.4365E7,5.7061E7,1.00:0.89,22763,FBpp0083503
22,132,FBgn0034618,0.78,39,50,50,Carbamidomethylation; Oxidation (M); Deamidation (NQ),5.333E8,5.5823E8,6.8718E8,6.8056E8,9.6843E7,9.9111E7,1.1326E8,1.0917E8,0.98:1.00:1.14:1.10,5.4576E8,6.8387E8,9.7977E7,1.1122E8,1.00:1.14,183218,FBpp0071526
982,1044,FBgn0010409,0.78,48,10,10,Carbamidomethylation,1.22E8,1.204E8,1.2415E8,6.0016E7,5.5997E7,6.0038E7,6.268E7,3.8805E7,0.93:1.00:1.04:0.65,1.212E8,9.2084E7,5.8018E7,5.0743E7,1.00:0.87,21030,FBpp0086103
1797,1479,FBgn0037186,0.78,4,2,2,,2.2502E6,5.3066E5,1.7839E6,1.6545E6,2.2502E6,5.3066E5,1.7839E6,1.6545E6,4.24:1.00:3.36:3.12,1.3904E6,1.7192E6,1.3904E6,1.7192E6,1.00:1.24,57316,FBpp0112101
2343,2578,FBgn0032922,0.78,7,2,2,Oxidation (M),1.3003E6,7.3787E5,1.2727E6,1.2349E6,1.3003E6,7.3787E5,1.2727E6,1.2349E6,1.76:1.00:1.72:1.67,1.0191E6,1.2538E6,1.0191E6,1.2538E6,1.00:1.23,34379,FBpp0081028
169,177,FBgn0286508,0.78,59,15,15,Carbamidomethylation; Oxidation (M); Deamidation (NQ),1.9593E8,4.4714E8,3.7206E8,2.3364E8,1.751E8,2.88E8,2.4777E8,1.4641E8,0.61:1.00:0.86:0.51,3.2154E8,3.0285E8,2.3155E8,1.9709E8,1.00:0.85,34786,FBpp0074019
1668,1914,FBgn0033690,0.78,3,1,1,,1.8641E5,2.2248E5,6.0555E4,2.2753E5,1.8641E5,2.2248E5,6.0555E4,2.2753E5,0.84:1.00:0.27:1.02,2.0445E5,1.4404E5,2.0445E5,1.4404E5,1.00:0.70,34645,FBpp0087120
2708,4643,FBgn0024994,0.78,4,1,1,Oxidation (M),4.1712E5,7.6008E5,6.0519E5,8.3683E5,4.1712E5,7.6008E5,6.0519E5,8.3683E5,0.55:1.00:0.80:1.10,5.886E5,7.2101E5,5.886E5,7.2101E5,1.00:1.22,39812,FBpp0271784
175,111,FBgn0032721,0.78,26,14,14,Carbamidomethylation; Oxidation (M),2.6544E7,3.3687E7,3.0836E7,2.9169E7,1.2575E7,1.299E7,1.2457E7,1.0616E7,0.97:1.00:0.96:0.82,3.0116E7,3.0003E7,1.2782E7,1.1537E7,1.00:0.90,76882,FBpp0312552
1558,1237,FBgn0037834,0.77,6,1,1,Oxidation (M),1.4579E5,5.9214E5,1.5399E5,3.6842E5,1.4579E5,5.9214E5,1.5399E5,3.6842E5,0.25:1.00:0.26:0.62,3.6897E5,2.6121E5,3.6897E5,2.6121E5,1.00:0.71,42805,FBpp0081780
1986,2640,FBgn0037102,0.77,9,2,2,,2.2574E6,1.5121E6,1.8482E6,1.4192E6,2.2574E6,1.5121E6,1.8482E6,1.4192E6,1.49:1.00:1.22:0.94,1.8847E6,1.6337E6,1.8847E6,1.6337E6,1.00:0.87,26781,FBpp0078032
27,22,FBgn0263598,0.76,50,28,28,Oxidation (M); Deamidation (NQ),1.3472E9,1.6724E9,1.603E9,1.7366E9,4.2432E8,5.3801E8,5.2375E8,5.5299E8,0.79:1.00:0.97:1.03,1.5098E9,1.6698E9,4.8117E8,5.3837E8,1.00:1.12,68302,FBpp0079999
79,32,FBgn0053138,0.76,63,39,39,Carbamidomethylation; Oxidation (M); Deamidation (NQ),5.6132E8,7.1779E8,6.6321E8,5.7264E8,1.1699E8,1.2909E8,1.209E8,9.8392E7,0.91:1.00:0.94:0.76,6.3955E8,6.1792E8,1.2304E8,1.0965E8,1.00:0.89,79109,FBpp0086845
197,180,FBgn0028325,0.76,35,16,16,Carbamidomethylation; Oxidation (M),1.3884E8,2.1531E8,2.0143E8,2.0732E8,6.2954E7,9.5956E7,8.9524E7,9.562E7,0.66:1.00:0.93:1.00,1.7707E8,2.0437E8,7.9455E7,9.2572E7,1.00:1.17,48876,FBpp0070679
2660,2827,FBgn0013272,0.76,1,1,1,,3.4672E5,2.8516E5,4.9995E5,3.8849E5,3.4672E5,2.8516E5,4.9995E5,3.8849E5,1.22:1.00:1.75:1.36,3.1594E5,4.4422E5,3.1594E5,4.4422E5,1.00:1.41,120959,FBpp0071729
