Protein Group,Protein ID,Accession,Significance,Coverage (%),Peptides,Unique,PTM,Fluid_U2 Area,Fluid_U1 Area,Fluid_PM1 Area,Fluid_PM2 Area,Fluid_U2 Area (top-3 peptides),Fluid_U1 Area (top-3 peptides),Fluid_PM1 Area (top-3 peptides),Fluid_PM2 Area (top-3 peptides),Sample Profile (Ratio),Fluid_U Area,Fluid_PM Area,Fluid_U Area (top-3 peptides),Fluid_PM Area (top-3 peptides),Group Profile (Ratio),Avg. Mass,Description
222,249,FBgn0027552,16.53,53,14,14,Carbamidomethylation,1.3519E8,4.7636E7,1.8736E8,2.0342E8,4.482E7,4.3531E7,7.0212E7,7.3837E7,1.00:0.97:1.57:1.65,1.0123E8,1.9777E8,4.4571E7,7.2103E7,1.00:1.62,36312,FBpp0073028
1167,1162,FBgn0030668,16.47,13,5,5,,4.1838E6,2.4068E5,4.7858E6,3.1525E6,3.0301E6,2.4766E4,4.1438E6,2.5005E6,1.00:0.02:1.37:0.83,2.9361E6,3.9692E6,2.0434E6,3.3222E6,1.00:1.63,38111,FBpp0073869
1465,1845,FBgn0033917,16.44,2,1,1,,5.9166E5,3.3589E4,1.5906E5,2.4349E5,5.9166E5,3.3589E4,1.5906E5,2.4349E5,1.00:0.06:0.27:0.41,3.1263E5,2.0127E5,3.1263E5,2.0127E5,1.00:0.64,58670,FBpp0086665
1445,2461,FBgn0030616,16.28,8,1,1,,1.3581E6,8.7886E5,2.6128E6,1.8683E6,1.3581E6,8.7886E5,2.6128E6,1.8683E6,1.00:0.65:1.92:1.38,1.1185E6,2.2406E6,1.1185E6,2.2406E6,1.00:2.00,10643,FBpp0073844
515,657,FBgn0037057,16.27,28,10,10,Carbamidomethylation; Oxidation (M); Deamidation (NQ),9.1835E6,3.0161E7,2E7,1.1415E7,4.6931E6,1.6344E7,7.9859E6,4.7238E6,1.00:3.48:1.70:1.01,2.1813E7,2.1886E7,1.0634E7,8.7032E6,1.00:0.82,47074,FBpp0077954
250,389,FBgn0039302,16.23,4,9,9,,7.1348E6,6.916E6,8.9689E6,4.0149E6,3.9262E6,3.8445E6,4.022E6,1.6586E6,1.00:0.98:1.02:0.42,7.9261E6,8.6709E6,4.4903E6,3.9136E6,1.00:0.87,298930,FBpp0293235
1168,1716,FBgn0036740,16.21,5,1,1,,7.1956E5,3.5808E3,4.1295E5,8.8494E5,7.1956E5,3.5808E3,4.1295E5,8.8494E5,1.00:0.02:0.57:1.23,3.6157E5,6.4894E5,3.6157E5,6.4894E5,1.00:1.79,25151,FBpp0074964
498,823,FBgn0261602,16.19,25,5,5,Carbamidomethylation; Oxidation (M),2.092E7,1.4352E6,2.3569E7,1.9131E7,1.8991E7,1.4352E6,1.9145E7,1.6517E7,1.00:0.08:1.01:0.87,1.2142E7,2.135E7,1.0213E7,1.7831E7,1.00:1.75,27893,FBpp0072801
68,106,FBgn0000579,16.11,60,26,26,Carbamidomethylation; Oxidation (M); Deamidation (NQ),9.9577E8,1.899E9,1.3919E9,2.0046E9,4.4482E8,7.5499E8,5.6404E8,1.0748E9,1.00:1.70:1.27:2.42,1.453E9,1.6986E9,6.0091E8,8.1943E8,1.00:1.36,54310,FBpp0077571
1002,949,FBgn0039321,16.11,6,3,3,,1.4017E6,3.1472E6,5.2546E6,3.8287E6,1.4017E6,3.1472E6,5.2546E6,3.8287E6,1.00:2.25:3.75:2.73,2.7071E6,4.5416E6,2.7071E6,4.5416E6,1.00:1.68,49134,FBpp0084231
77,20,FBgn0003076,16.05,55,28,28,Carbamidomethylation; Oxidation (M); Deamidation (NQ),1.0714E9,7.3215E8,8.6829E8,6.0755E8,4.3485E8,1.8643E8,2.6522E8,1.8994E8,1.00:0.43:0.61:0.44,9.1218E8,7.3852E8,3.1359E8,2.2758E8,1.00:0.73,60766,FBpp0075247
968,845,FBgn0030512,16.03,2,1,1,,8.0464E5,4.3753E5,6.0481E4,5.9488E5,8.0464E5,4.3753E5,6.0481E4,5.9488E5,1.00:0.54:0.08:0.74,6.2109E5,3.2768E5,6.2109E5,3.2768E5,1.00:0.53,87615,FBpp0073675
402,546,FBgn0035678,16.00,22,5,5,Carbamidomethylation; Oxidation (M),1.6132E7,8.0505E5,5.3412E6,4.7212E6,1.1657E7,7.0513E5,4.5157E6,3.2357E6,1.00:0.06:0.39:0.28,1.0071E7,5.0312E6,7.7829E6,3.8757E6,1.00:0.50,29775,FBpp0076772
1042,851,FBgn0030089,15.93,2,1,1,,1.2371E5,1.03E5,1.1036E5,1.9863E5,1.2371E5,1.03E5,1.1036E5,1.9863E5,1.00:0.83:0.89:1.61,1.1336E5,1.5449E5,1.1336E5,1.5449E5,1.00:1.36,106925,FBpp0071232
74,49,FBgn0286818,15.86,19,9,9,,7.2679E6,7.6791E6,8.6494E6,1.0785E7,4.1653E6,7.2858E6,1.9724E6,4.8731E6,1.00:1.75:0.47:1.17,8.2697E6,1.0045E7,6.4516E6,3.4227E6,1.00:0.53,55781,FBpp0075401
1158,1382,FBgn0024889,15.85,4,2,2,Carbamidomethylation,9.7353E5,5.6884E5,7.1692E5,2.3159E5,9.7353E5,5.6884E5,7.1692E5,2.3159E5,1.00:0.58:0.74:0.24,7.7118E5,4.7426E5,7.7118E5,4.7426E5,1.00:0.61,60010,FBpp0074650
146,299,FBgn0262782,15.74,47,17,17,Carbamidomethylation; Oxidation (M); Deamidation (NQ),4.6685E8,4.8501E8,7.5065E8,6.8934E8,2.6787E8,3.2786E8,4.0617E8,4.0384E8,1.00:1.22:1.52:1.51,4.7648E8,7.2007E8,2.9787E8,4.0501E8,1.00:1.36,36059,FBpp0079640
434,308,FBgn0027329,15.73,35,14,14,Oxidation (M),2.3013E7,3.0331E7,1.9033E7,1.4126E7,4.628E6,1.2261E7,5.1661E6,7.2562E6,1.00:2.65:1.12:1.57,2.6916E7,1.9646E7,8.4444E6,7.6649E6,1.00:0.91,58246,FBpp0073902
103,157,FBgn0003071,15.62,35,24,24,Carbamidomethylation; Oxidation (M); Deamidation (NQ),1.5193E8,1.391E8,6.8623E7,1.1105E8,4.4353E7,4.415E7,2.4318E7,3.5697E7,1.00:1.00:0.55:0.80,1.4858E8,9.5487E7,4.4372E7,3.0017E7,1.00:0.68,105187,FBpp0087506
542,464,FBgn0038145,15.42,10,3,3,,2.1045E6,9.6965E6,6.7394E6,9.2416E6,2.1045E6,9.6965E6,6.7394E6,9.2416E6,1.00:4.61:3.20:4.39,5.9005E6,7.9905E6,5.9005E6,7.9905E6,1.00:1.35,45230,FBpp0082219
324,185,FBgn0262125,15.42,12,7,7,Carbamidomethylation; Oxidation (M),6.2919E6,7.4316E6,1.5322E6,9.6844E6,4.3462E6,4.1187E6,1.0736E6,5.1774E6,1.00:0.95:0.25:1.19,6.8618E6,5.6083E6,4.2325E6,3.1255E6,1.00:0.74,87568,FBpp0301099
1078,887,FBgn0021768,15.18,8,3,3,,1.6845E6,1.1011E5,4.3776E6,2.7673E6,1.6845E6,1.1011E5,4.3776E6,2.7673E6,1.00:0.07:2.60:1.64,1.4815E6,3.5724E6,1.4815E6,3.5724E6,1.00:2.41,37792,FBpp0075087
856,881,FBgn0030305,15.18,12,3,3,Carbamidomethylation; Oxidation (M),6.5793E5,3.9206E5,3.6547E5,1.2183E6,6.5793E5,3.9206E5,3.6547E5,1.2183E6,1.00:0.60:0.56:1.85,5.25E5,7.9186E5,5.25E5,7.9186E5,1.00:1.51,44167,FBpp0073354
418,846,FBgn0039757,15.14,26,5,5,,1.4945E7,2.8452E5,4.6984E6,1.7625E7,1.275E7,2.7442E5,4.1716E6,1.5293E7,1.00:0.02:0.33:1.20,9.9857E6,1.1162E7,8.0541E6,9.7322E6,1.00:1.21,22170,FBpp0088970
112,118,FBgn0286784,15.04,37,23,23,Carbamidomethylation; Oxidation (M),8.9444E7,8.0392E7,3.2847E7,9.6578E7,3.019E7,2.7631E7,1.0894E7,2.5656E7,1.00:0.92:0.36:0.85,8.8997E7,6.4992E7,2.9904E7,1.8275E7,1.00:0.61,92055,FBpp0111818
1150,1217,FBgn0000316,14.98,4,2,2,,1.2058E6,1.1619E6,7.4568E5,6.8472E5,1.2058E6,1.1619E6,7.4568E5,6.8472E5,1.00:0.96:0.62:0.57,1.1838E6,7.152E5,1.1838E6,7.152E5,1.00:0.60,65733,FBpp0070063
306,314,FBgn0000721,14.93,12,11,11,Oxidation (M); Deamidation (NQ),2.1875E7,1.8886E7,7.2203E6,2.1273E7,1.0954E7,1.0518E7,3.5075E6,1.2446E7,1.00:0.96:0.32:1.14,2.0544E7,1.4579E7,1.0872E7,7.977E6,1.00:0.73,121341,FBpp0088922
185,277,FBgn0020370,14.78,17,20,20,Carbamidomethylation; Oxidation (M),2.4529E7,4.0455E7,2.758E7,2.5988E7,1.0164E7,1.5215E7,9.0037E6,9.8901E6,1.00:1.50:0.89:0.97,3.2492E7,2.6784E7,1.2689E7,9.4469E6,1.00:0.74,158737,FBpp0086887
138,221,FBgn0003279,14.73,43,14,14,Carbamidomethylation,2.3376E7,5.6822E7,5.1881E7,5.1808E7,8.3552E6,2.1086E7,2.0021E7,1.9502E7,1.00:2.52:2.40:2.33,4.401E7,5.2868E7,1.4721E7,1.9761E7,1.00:1.34,45026,FBpp0084617
1135,1160,FBgn0003256,14.71,6,2,2,,1.2029E6,8.9749E5,2.7073E6,2.1757E6,1.2029E6,8.9749E5,2.7073E6,2.1757E6,1.00:0.75:2.25:1.81,1.2694E6,2.4415E6,1.2694E6,2.4415E6,1.00:1.92,43152,FBpp0112423
654,868,FBgn0035772,14.37,7,3,3,Oxidation (M),7.4407E6,1.7977E6,6.8739E6,5.4707E6,7.4407E6,1.7977E6,6.8739E6,5.4707E6,1.00:0.24:0.92:0.74,5.3246E6,6.1723E6,5.3246E6,6.1723E6,1.00:1.16,54232,FBpp0291704
548,784,FBgn0051549,14.34,16,3,3,,0,3.7159E6,6.2578E6,5.0369E4,0,3.7159E6,6.2578E6,5.0369E4,-:64.00:64.00:64.00,3.7159E6,4.7077E6,3.7159E6,4.7077E6,1.00:1.27,26933,FBpp0078356
104,103,FBgn0023143,14.27,24,23,23,Carbamidomethylation; Oxidation (M); Deamidation (NQ),7.7529E7,1.0842E8,5.311E7,8.867E7,2.9648E7,2.552E7,1.6035E7,2.5305E7,1.00:0.86:0.54:0.85,9.3826E7,7.2767E7,2.7584E7,2.067E7,1.00:0.75,130758,FBpp0087583
49,83,FBgn0000052,14.25,46,44,44,Carbamidomethylation; Oxidation (M); Deamidation (NQ),2.864E8,2.7317E8,1.9125E8,2.1063E8,4.484E7,6.3765E7,3.4219E7,4.7188E7,1.00:1.42:0.76:1.05,2.8037E8,2.0316E8,5.4302E7,4.0704E7,1.00:0.75,148085,FBpp0078850
728,561,FBgn0030366,14.05,3,3,3,,1.0693E6,2.5305E6,6.1063E5,2.0947E6,1.0693E6,2.5305E6,6.1063E5,2.0947E6,1.00:2.37:0.57:1.96,1.7999E6,1.3527E6,1.7999E6,1.3527E6,1.00:0.75,130446,FBpp0073474
401,298,FBgn0027081,13.69,18,11,11,Carbamidomethylation,1.5412E7,1.633E7,5.8395E6,1.5028E7,8.1444E6,1.2288E7,4.2369E6,1.0164E7,1.00:1.51:0.52:1.25,1.631E7,1.1505E7,1.0216E7,7.2007E6,1.00:0.70,85978,FBpp0079914
1237,1308,FBgn0029092,13.31,2,1,1,,4.8578E5,2.8176E5,7.8126E5,2.7726E5,4.8578E5,2.8176E5,7.8126E5,2.7726E5,1.00:0.58:1.61:0.57,3.8377E5,5.2926E5,3.8377E5,5.2926E5,1.00:1.38,57899,FBpp0297720
19,39,FBgn0014141,13.31,36,73,73,Carbamidomethylation; Oxidation (M); Deamidation (NQ),6.9737E8,5.3361E8,3.4384E8,4.712E8,1.3076E8,8.7999E7,6.4838E7,1.012E8,1.00:0.67:0.50:0.77,6.1637E8,4.0791E8,1.0938E8,8.3021E7,1.00:0.76,278816,FBpp0428261
1575,2294,FBgn0036942,13.07,3,1,1,,1.0096E5,7.9783E3,2.5605E5,0,1.0096E5,7.9783E3,2.5605E5,0,1.00:0.08:2.54:0,5.4471E4,2.5605E5,5.4471E4,2.5605E5,1.00:4.70,34119,FBpp0074633
50,6,FBgn0005671,13.06,67,25,25,Carbamidomethylation; Oxidation (M); Deamidation (NQ),2.2918E8,1.71E8,2.623E8,4.033E8,7.7499E7,8.6914E7,8.3557E7,1.3233E8,1.00:1.12:1.08:1.71,2.1025E8,3.3329E8,8.2861E7,1.0795E8,1.00:1.30,54549,FBpp0082139
1360,1357,FBgn0011771,13.02,1,1,1,,2.6593E5,5.9737E5,0,2.9346E5,2.6593E5,5.9737E5,0,2.9346E5,1.00:2.25:0:1.10,4.3165E5,2.9346E5,4.3165E5,2.9346E5,1.00:0.68,129380,FBpp0078162
159,231,FBgn0023213,12.94,5,8,8,,1.6151E6,1.7035E6,5.4087E6,3.423E6,8.8071E5,1.0021E6,2.786E6,2.4335E6,1.00:1.14:3.16:2.76,1.7843E6,4.573E6,1.0447E6,2.6097E6,1.00:2.50,211122,FBpp0111817
83,29,FBgn0265262,12.92,21,8,8,Oxidation (M),1.14E7,8.6773E6,1.1904E7,5.9767E6,9.4434E6,5.7887E6,8.3206E6,3.302E6,1.00:0.61:0.88:0.35,1.1285E7,8.9405E6,8.8043E6,5.8113E6,1.00:0.66,68376,FBpp0080010
1090,889,FBgn0030344,12.86,5,5,5,Oxidation (M),3.65E6,6.0594E6,3.1903E6,4.5475E6,2.7287E6,4.2924E6,2.0785E6,3.2831E6,1.00:1.57:0.76:1.20,4.8547E6,3.9138E6,3.5105E6,2.7257E6,1.00:0.78,132763,FBpp0073438
1032,1701,FBgn0029629,12.83,9,3,3,,2.1583E6,9.4637E5,1.9593E6,2.0839E6,1.796E6,9.4637E5,1.6932E6,1.8962E6,1.00:0.53:0.94:1.06,2.1717E6,2.0216E6,1.8094E6,1.7947E6,1.00:0.99,29946,FBpp0070430
218,410,FBgn0005585,12.82,4,1,1,,1.6833E4,6.6737E3,8.2576E4,9.0078E4,1.6833E4,6.6737E3,8.2576E4,9.0078E4,1.00:0.40:4.91:5.35,1.1753E4,8.6327E4,1.1753E4,8.6327E4,1.00:7.34,46809,FBpp0081581
1506,2380,FBgn0016698,12.80,2,1,1,,1.5408E5,5.7526E5,1.0742E5,3.4777E5,1.5408E5,5.7526E5,1.0742E5,3.4777E5,1.00:3.73:0.70:2.26,3.6467E5,2.276E5,3.6467E5,2.276E5,1.00:0.62,44257,FBpp0077277
1054,1547,FBgn0085453,12.79,4,1,1,,2.0688E4,1.4931E6,1.2141E5,6.0391E5,2.0688E4,1.4931E6,1.2141E5,6.0391E5,1.00:64.00:5.87:29.19,7.5689E5,3.6266E5,7.5689E5,3.6266E5,1.00:0.48,22882,FBpp0309891
1642,2939,FBgn0016672,12.66,3,1,1,,6.9824E4,0,2.2262E5,9.3314E4,6.9824E4,0,2.2262E5,9.3314E4,1.00:0:3.19:1.34,6.9824E4,1.5796E5,6.9824E4,1.5796E5,1.00:2.26,40713,FBpp0082328
531,626,FBgn0003062,12.48,10,2,2,Oxidation (M),7.7158E5,0,2.0063E6,2.1826E5,7.7158E5,0,2.0063E6,2.1826E5,1.00:0:2.60:0.28,7.7158E5,1.1123E6,7.7158E5,1.1123E6,1.00:1.44,34637,FBpp0071892
1334,1693,FBgn0003210,12.46,2,1,1,,1.2156E5,8.1978E5,2.8852E5,2.9664E5,1.2156E5,8.1978E5,2.8852E5,2.9664E5,1.00:6.74:2.37:2.44,4.7067E5,2.9258E5,4.7067E5,2.9258E5,1.00:0.62,127137,FBpp0070670
394,310,FBgn0034401,12.42,1,1,1,,3.2333E5,2.4099E4,7.5663E4,4.797E5,3.2333E5,2.4099E4,7.5663E4,4.797E5,1.00:0.07:0.23:1.48,1.7371E5,2.7768E5,1.7371E5,2.7768E5,1.00:1.60,112484,FBpp0085809
421,372,FBgn0020369,12.39,20,6,6,Oxidation (M),5.6438E6,1.5714E5,1.466E7,6.9577E6,5.1272E6,1.5714E5,1.1346E7,3.5318E6,1.00:0.03:2.21:0.69,5.5893E6,1.0809E7,5.0726E6,7.4391E6,1.00:1.47,45857,FBpp0076890
901,1000,FBgn0030828,12.36,11,4,4,,8.4672E6,9.9964E6,1.3372E7,1.5721E7,7.4925E6,9.9879E6,1.2478E7,1.4883E7,1.00:1.33:1.67:1.99,1.1517E7,1.4546E7,1.1025E7,1.368E7,1.00:1.24,44427,FBpp0074167
236,337,FBgn0001145,12.32,55,15,15,Carbamidomethylation; Oxidation (M); Deamidation (NQ),1.3136E8,2.029E8,2.6573E8,1.7404E8,7.7858E7,1.1045E8,1.3597E8,1.088E8,1.00:1.42:1.75:1.40,1.6787E8,2.3181E8,9.4349E7,1.3238E8,1.00:1.40,41731,FBpp0310162
150,37,FBgn0030478,12.30,41,18,18,Carbamidomethylation; Oxidation (M),5.9595E7,1.689E7,6.2322E7,9.7093E7,2.1946E7,1.5443E7,2.0955E7,2.7627E7,1.00:0.70:0.95:1.26,5.2591E7,7.9843E7,2.3206E7,2.4427E7,1.00:1.05,64047,FBpp0073600
635,616,FBgn0262716,12.05,10,4,4,Carbamidomethylation; Oxidation (M),1.6222E6,2.5323E5,4.3962E6,3.7633E6,1.3521E6,2.5323E5,3.9449E6,3.3677E6,1.00:0.19:2.92:2.49,1.5941E6,4.0798E6,1.3241E6,3.6563E6,1.00:2.76,47033,FBpp0076460
910,841,FBgn0041182,11.98,2,2,2,Deamidation (NQ),9.6571E5,8.3925E5,5.0029E5,8.375E5,9.6571E5,8.3925E5,5.0029E5,8.375E5,1.00:0.87:0.52:0.87,9.5408E5,6.689E5,9.5408E5,6.689E5,1.00:0.70,158347,FBpp0079133
788,717,FBgn0283469,11.84,5,2,2,,3.0254E6,3.8268E6,1.2167E6,2.6269E6,3.0254E6,3.8268E6,1.2167E6,2.6269E6,1.00:1.26:0.40:0.87,3.5277E6,1.9218E6,3.5277E6,1.9218E6,1.00:0.54,49596,FBpp0074278
41,65,FBgn0020385,11.74,59,47,47,Carbamidomethylation; Oxidation (M); Deamidation (NQ),1.006E9,6.1581E8,3.7552E8,6.0872E8,1.652E8,9.0548E7,7.2499E7,1.2589E8,1.00:0.55:0.44:0.76,8.2032E8,4.9597E8,1.2842E8,9.9193E7,1.00:0.77,103504,FBpp0081741
353,734,FBgn0004888,11.65,12,3,3,Carbamidomethylation,8.2501E5,7.0461E4,3.6801E6,1.3323E6,8.2501E5,7.0461E4,3.6801E6,1.3323E6,1.00:0.09:4.46:1.61,5.3612E5,2.5062E6,5.3612E5,2.5062E6,1.00:4.67,34389,FBpp0073010
1177,1441,FBgn0263608,11.64,8,2,2,Oxidation (M),4.0898E5,1.4516E6,2.1473E6,2.438E6,4.0898E5,1.4516E6,2.1473E6,2.438E6,1.00:3.55:5.25:5.96,9.3029E5,2.9E6,9.3029E5,2.9E6,1.00:3.12,39447,FBpp0075215
17,116,FBgn0003149,11.62,45,34,34,Oxidation (M); Deamidation (NQ),1.1551E8,6.5043E7,6.0616E7,9.5661E7,1.858E7,1.1557E7,1.7116E7,2.1668E7,1.00:0.62:0.92:1.17,9.1057E7,7.8446E7,1.5069E7,1.9392E7,1.00:1.29,102338,FBpp0076321
198,67,FBgn0027779,11.55,27,12,12,Oxidation (M),3.2027E7,3.6319E7,3.2407E7,3.1831E7,1.8192E7,2.1747E7,1.6892E7,1.4174E7,1.00:1.20:0.93:0.78,3.4173E7,3.218E7,1.9969E7,1.5595E7,1.00:0.78,62072,FBpp0080495
1329,1890,FBgn0032467,11.50,1,1,1,,1.4962E5,1.087E5,3.7454E5,1.0329E5,1.4962E5,1.087E5,3.7454E5,1.0329E5,1.00:0.73:2.50:0.69,1.2916E5,2.3892E5,1.2916E5,2.3892E5,1.00:1.85,138592,FBpp0080009
1140,1743,FBgn0261479,11.44,9,2,2,,7.8855E5,3.1114E5,1.2906E6,8.0293E5,7.8855E5,3.1114E5,1.2906E6,8.0293E5,1.00:0.39:1.64:1.02,5.4984E5,1.0468E6,5.4984E5,1.0468E6,1.00:1.90,33564,FBpp0085222
297,335,FBgn0037249,11.39,17,16,16,Carbamidomethylation; Oxidation (M),1.7947E7,4.0582E7,3.2616E7,1.9035E7,4.4688E6,1.7214E7,1.0592E7,6.313E6,1.00:3.85:2.37:1.41,2.9801E7,2.5857E7,1.0841E7,8.4524E6,1.00:0.78,133880,FBpp0078584
931,766,FBgn0001090,11.32,3,1,1,,8.1378E5,9.3771E5,1.5484E5,7.5911E5,8.1378E5,9.3771E5,1.5484E5,7.5911E5,1.00:1.15:0.19:0.93,8.7575E5,4.5697E5,8.7575E5,4.5697E5,1.00:0.52,45816,FBpp0074427
108,102,FBgn0001233,11.25,35,26,26,Carbamidomethylation; Oxidation (M); Deamidation (NQ),3.9584E8,3.8173E8,2.0697E8,4.0213E8,1.2288E8,1.3465E8,6.8717E7,1.3247E8,1.00:1.10:0.56:1.08,3.9788E8,3.0669E8,1.2883E8,1.0059E8,1.00:0.78,81865,FBpp0072904
688,532,FBgn0039348,11.23,3,2,2,Carbamidomethylation,1.0351E6,2.5444E5,6.8849E5,3.1938E5,1.0351E6,2.5444E5,6.8849E5,3.1938E5,1.00:0.25:0.67:0.31,6.4479E5,6.6424E5,6.4479E5,6.6424E5,1.00:1.03,73361,FBpp0084267
653,917,FBgn0038519,11.20,5,1,1,,1.683E5,2.0887E3,7.6685E4,1.7022E5,1.683E5,2.0887E3,7.6685E4,1.7022E5,1.00:0.02:0.46:1.01,8.5196E4,1.2345E5,8.5196E4,1.2345E5,1.00:1.45,26379,FBpp0082927
1330,1474,FBgn0012037,10.93,3,2,2,,1.6085E6,4.1109E5,2.8169E5,7.6299E5,1.6085E6,4.1109E5,2.8169E5,7.6299E5,1.00:0.26:0.18:0.47,1.4498E6,5.2234E5,1.4498E6,5.2234E5,1.00:0.36,70914,FBpp0080129
149,187,FBgn0011747,10.85,14,15,15,Carbamidomethylation; Oxidation (M); Deamidation (NQ),2.358E7,2.4051E7,2.2648E7,1.3161E7,8.2672E6,8.145E6,7.8658E6,4.9592E6,1.00:0.99:0.95:0.60,2.3828E7,1.9291E7,8.2061E6,6.4125E6,1.00:0.78,170167,FBpp0088240
801,749,FBgn0016126,10.79,12,4,4,Oxidation (M),3.3306E6,3.4379E6,9.3928E6,7.9476E6,2.556E6,3.4379E6,8.6422E6,6.2646E6,1.00:1.35:3.38:2.45,3.7716E6,8.6702E6,2.9969E6,7.4534E6,1.00:2.49,45114,FBpp0088138
1181,1199,FBgn0034736,10.76,2,1,1,,1.1463E5,3.2436E4,1.9466E5,8.2778E4,1.1463E5,3.2436E4,1.9466E5,8.2778E4,1.00:0.28:1.70:0.72,7.3533E4,1.3872E5,7.3533E4,1.3872E5,1.00:1.89,64208,FBpp0071746
1686,3902,FBgn0032726,10.75,2,1,1,,6.9084E5,0,2.6932E6,9.033E5,6.9084E5,0,2.6932E6,9.033E5,1.00:0:3.90:1.31,6.9084E5,1.7983E6,6.9084E5,1.7983E6,1.00:2.60,36757,FBpp0080732
894,1170,FBgn0010803,10.69,6,2,2,,7.076E5,6.5501E5,5.2576E5,2.1345E6,7.076E5,6.5501E5,5.2576E5,2.1345E6,1.00:0.93:0.74:3.02,6.813E5,1.3301E6,6.813E5,1.3301E6,1.00:1.95,47971,FBpp0081461
20,132,FBgn0034618,10.67,49,58,58,Carbamidomethylation; Oxidation (M); Deamidation (NQ),6.2729E8,8.3868E8,6.3674E8,3.5826E8,1.1178E8,1.3657E8,1.2337E8,7.2332E7,1.00:1.22:1.10:0.65,7.403E8,5.0684E8,1.2446E8,9.8681E7,1.00:0.79,183218,FBpp0071526
327,321,FBgn0025724,10.66,12,9,9,Carbamidomethylation,1.0507E7,6.0063E6,3.3278E6,8.1184E6,5.8306E6,3.9967E6,2.1219E6,4.3234E6,1.00:0.69:0.36:0.74,8.5243E6,5.7231E6,4.9137E6,3.2227E6,1.00:0.66,102713,FBpp0080048
1164,1367,FBgn0034646,10.66,3,1,1,Deamidation (NQ),1.5522E6,6.4153E5,6.5296E4,0,1.5522E6,6.4153E5,6.5296E4,0,1.00:0.41:0.04:0,1.0969E6,6.5296E4,1.0969E6,6.5296E4,1.00:0.06,38618,FBpp0071600
125,80,FBgn0001187,10.63,73,29,29,Carbamidomethylation; Oxidation (M); Deamidation (NQ),2.7698E8,1.3844E8,3.3748E8,5.2507E8,9.1476E7,1.1963E8,1.102E8,1.5753E8,1.00:1.31:1.20:1.72,2.2911E8,4.3152E8,1.1123E8,1.3399E8,1.00:1.20,50738,FBpp0086530
347,256,FBgn0038326,10.58,3,1,1,,5.3828E3,2.5724E2,2.0496E5,0,5.3828E3,2.5724E2,2.0496E5,0,1.00:0.05:38.08:0,2.82E3,2.0496E5,2.82E3,2.0496E5,1.00:64.00,42875,FBpp0082547
180,199,FBgn0038349,10.55,22,19,19,Carbamidomethylation; Oxidation (M),2.6593E7,5.0032E7,1.6079E7,3.5584E7,8.0327E6,2.1758E7,8.5372E6,1.4979E7,1.00:2.71:1.06:1.86,4.0173E7,2.8935E7,1.5304E7,1.1758E7,1.00:0.77,137887,FBpp0082605
1451,2263,FBgn0263106,10.55,3,1,1,,3.7686E5,0,6.6799E5,1.3601E5,3.7686E5,0,6.6799E5,1.3601E5,1.00:0:1.77:0.36,3.7686E5,4.02E5,3.7686E5,4.02E5,1.00:1.07,37028,FBpp0076830
551,458,FBgn0082582,10.47,3,1,1,,1.3695E5,0,2.6068E5,1.3293E5,1.3695E5,0,2.6068E5,1.3293E5,1.00:0:1.90:0.97,1.3695E5,1.968E5,1.3695E5,1.968E5,1.00:1.44,63447,FBpp0297625
550,611,FBgn0027338,10.45,9,3,3,,6.5469E6,7.5046E6,8.5524E6,9.2196E6,6.5469E6,7.5046E6,8.5524E6,9.2196E6,1.00:1.15:1.31:1.41,8.6942E6,9.0341E6,8.6942E6,9.0341E6,1.00:1.04,56990,FBpp0081584
143,54,FBgn0033663,10.33,8,3,3,,6.9575E5,6.4862E5,8.2195E5,1.3713E6,6.9575E5,6.4862E5,8.2195E5,1.3713E6,1.00:0.93:1.18:1.97,7.7978E5,1.0966E6,7.7978E5,1.0966E6,1.00:1.41,55371,FBpp0087164
331,271,FBgn0034356,10.31,4,2,2,Deamidation (NQ),5.0516E5,6.9647E5,3.6995E5,3.9304E4,5.0516E5,6.9647E5,3.6995E5,3.9304E4,1.00:1.38:0.73:0.08,7.9211E5,3.7572E5,7.9211E5,3.7572E5,1.00:0.47,70672,FBpp0085878
22,169,FBgn0002526,10.24,14,36,36,Oxidation (M); Deamidation (NQ),5.3053E7,5.7081E7,4.9907E7,3.4374E7,1.6312E7,1.0682E7,1.2324E7,9.0873E6,1.00:0.65:0.76:0.56,5.6922E7,4.5484E7,1.3497E7,1.0706E7,1.00:0.79,411132,FBpp0076722
435,356,FBgn0086706,10.07,17,9,9,Deamidation (NQ),2.2494E7,1.3261E7,1.4443E7,1.369E7,1.3783E7,9.4187E6,8.4525E6,8.8011E6,1.00:0.68:0.61:0.64,1.8581E7,1.4538E7,1.1601E7,8.6268E6,1.00:0.74,69298,FBpp0076284
775,610,FBgn0264894,10.00,1,1,1,,3.0489E6,1.641E6,1.2975E6,1.9458E6,3.0489E6,1.641E6,1.2975E6,1.9458E6,1.00:0.54:0.43:0.64,2.3449E6,1.6217E6,2.3449E6,1.6217E6,1.00:0.69,266816,FBpp0306886
189,304,FBgn0032889,9.99,57,15,15,Carbamidomethylation; Oxidation (M); Deamidation (NQ),6.908E7,1.1942E8,1.8487E8,7.9408E7,2.9183E7,4.917E7,8.6177E7,3.337E7,1.00:1.68:2.95:1.14,9.4757E7,1.4876E8,3.9176E7,5.9774E7,1.00:1.53,39788,FBpp0080949
